regulator,target
NagC,nagE
NagC,nanC
NagC,nanM
NagC,nanS
NagC,ptsH
NagC,ptsI
NagC,umpH
NagC,ydeM
NagC,ydeN
NagC,ydeP
NanR,fimB
NanR,nanA
NanR,nanC
NanR,nanE
NanR,nanK
NanR,nanM
NanR,nanQ
NanR,nanS
NanR,nanT
NanR,nanX
NanR,nanY
NarL,adhE
NarL,aspA
NarL,CaiF
NarL,ccmA
NarL,ccmB
NarL,ccmC
NarL,ccmD
NarL,ccmE
NarL,ccmF
NarL,ccmG
NarL,ccmH
NarL,citC
NarL,citD
NarL,citE
NarL,citF
NarL,citG
NarL,citX
NarL,cydC
NarL,cydD
NarL,cysG
NarL,dcuA
NarL,dcuB
NarL,DcuR
NarL,dcuS
NarL,dmsA
NarL,dmsB
NarL,dmsC
NarL,dmsD
NarL,DpiA
NarL,dpiB
NarL,fdhF
NarL,fdnG
NarL,fdnH
NarL,fdnI
NarL,focA
NarL,frdA
NarL,frdB
NarL,frdC
NarL,frdD
NarL,fumB
NarL,hcp
NarL,hcr
NarL,hyaA
NarL,hyaB
NarL,hyaC
NarL,hyaD
NarL,hyaE
NarL,hyaF
NarL,hybA
NarL,hybB
NarL,hybC
NarL,hybD
NarL,hybE
NarL,hybF
NarL,hybG
NarL,hybO
NarL,moeA
NarL,moeB
NarL,napA
NarL,napB
NarL,napC
NarL,napD
NarL,napF
NarL,napG
NarL,napH
NarL,narG
NarL,narH
NarL,narI
NarL,narJ
NarL,narK
NarL,narS
NarL,nikA
NarL,nikB
NarL,nikC
NarL,nikD
NarL,nikE
NarL,NikR
NarL,nirB
NarL,nirC
NarL,nirD
NarL,norV
NarL,norW
NarL,nuoA
NarL,nuoB
NarL,nuoC
NarL,nuoE
NarL,nuoF
NarL,nuoG
NarL,nuoH
NarL,nuoI
NarL,nuoJ
NarL,nuoK
NarL,nuoL
NarL,nuoM
NarL,nuoN
NarL,ogt
NarL,ompW
NarL,pflB
NarL,poxB
NarL,torA
NarL,torC
NarL,torD
NarL,ubiA
NarL,ubiC
NarL,ydeP
NarL,ydhT
NarL,ydhU
NarL,ydhV
NarL,ydhW
NarL,ydhX
NarL,ydhY
NarL,yeaR
NarL,ynfE
NarL,ynfF
NarL,ynfG
NarL,ynfH
NarL,yoaG
NarL,ytfE
NarP,cysG
NarP,fdhF
NarP,fdnG
NarP,fdnH
NarP,fdnI
NarP,hcp
NarP,hcr
NarP,hyaA
NarP,hyaB
NarP,hyaC
NarP,hyaD
NarP,hyaE
NarP,hyaF
NarP,nirB
NarP,nirC
NarP,nirD
NarP,norV
NarP,norW
NarP,nrfA
NarP,nrfB
NarP,nrfC
NarP,nrfD
NarP,nrfE
NarP,nrfF
NarP,nrfG
NarP,poxB
NarP,ydeP
NarP,ydhT
NarP,ydhU
NarP,ydhV
NarP,ydhW
NarP,ydhX
NarP,ydhY
NarP,yeaR
NarP,yoaG
NarP,ytfE
NemR,gloA
NemR,nemA
NemR,NemR
NfeR,nfeF
NfeR,NfeR
NhaR,nhaA
NhaR,NhaR
NhaR,osmC
NhaR,pgaA
NhaR,pgaB
NhaR,pgaC
NhaR,pgaD
NikR,nikA
NikR,nikB
NikR,nikC
NikR,nikD
NikR,nikE
NikR,NikR
NimR,NimR
NimR,nimT
NorR,NorR
NorR,norV
NorR,norW
NrdR,nrdA
NrdR,nrdB
NrdR,nrdD
NrdR,nrdE
NrdR,nrdF
NrdR,nrdG
NrdR,nrdH
NrdR,nrdI
NrdR,yfaE
NsrR,aceE
NsrR,aceF
NsrR,bamE
NsrR,bdcA
NsrR,cdd
NsrR,dkgB
NsrR,DsdC
NsrR,feaB
NsrR,FeaR
NsrR,FhlA
NsrR,FliA
NsrR,FliZ
NsrR,grxD
NsrR,hcp
NsrR,hcr
NsrR,hmp
NsrR,hycA
NsrR,hycB
NsrR,hycC
NsrR,hycD
NsrR,hycE
NsrR,hycF
NsrR,hycG
NsrR,hycH
NsrR,hycI
NsrR,hypA
NsrR,hypB
NsrR,hypC
NsrR,hypD
NsrR,hypE
NsrR,IHF
NsrR,infC
NsrR,Lrp
NsrR,mepH
NsrR,mhpT
NsrR,moeA
NsrR,moeB
NsrR,ndh
NsrR,NorR
NsrR,nrfA
NsrR,nrfB
NsrR,nrfC
NsrR,nrfD
NsrR,nrfE
NsrR,nrfF
NsrR,nrfG
NsrR,pgpC
NsrR,pheM
NsrR,pheS
NsrR,pheT
NsrR,poxB
NsrR,rfe
NsrR,rffC
NsrR,rffG
NsrR,rffH
NsrR,rffM
NsrR,rplT
NsrR,rpmI
NsrR,rybB
NsrR,sodB
NsrR,sufA
NsrR,sufB
NsrR,sufC
NsrR,sufD
NsrR,sufE
NsrR,sufS
NsrR,tadA
NsrR,tcyJ
NsrR,tehA
NsrR,tehB
NsrR,thrS
NsrR,tsgA
NsrR,waaH
NsrR,wecB
NsrR,wecC
NsrR,wecE
NsrR,wecF
NsrR,wzxE
NsrR,wzyE
NsrR,wzzE
NsrR,ydbD
NsrR,yeaE
NsrR,yeaR
NsrR,ygbA
NsrR,yoaG
NsrR,ytfE
NtrC,amtB
NtrC,argT
NtrC,astA
NtrC,astB
NtrC,astC
NtrC,astD
NtrC,astE
NtrC,Cbl
NtrC,ddpA
NtrC,ddpB
NtrC,ddpC
NtrC,ddpD
NtrC,ddpF
NtrC,ddpX
NtrC,glnK
NtrC,hisJ
NtrC,hisM
NtrC,hisP
NtrC,hisQ
NtrC,Nac
NtrC,patA
NtrC,potF
NtrC,potG
NtrC,potH
NtrC,potI
NtrC,relA
NtrC,RpoE
NtrC,rseA
NtrC,rseB
NtrC,rseC
NtrC,rseD
NtrC,rutA
NtrC,rutB
NtrC,rutC
NtrC,rutD
NtrC,rutE
NtrC,rutF
NtrC,rutG
NtrC,yeaG
NtrC,yeaH
NtrC,yhdX
NtrC,yhdY
NtrC,yhdZ
OmpR,BolA
OmpR,cadA
OmpR,cadB
OmpR,CadC
OmpR,CsgD
OmpR,csgE
OmpR,csgF
OmpR,csgG
OmpR,dtpA
OmpR,ecnB
OmpR,fadL
OmpR,feoA
OmpR,feoB
OmpR,feoC
OmpR,FlhDC
OmpR,micF
OmpR,ompC
OmpR,omrA
OmpR,omrB
OmpR,pgaA
OmpR,pgaB
OmpR,pgaC
OmpR,pgaD
OmpR,sra
OxyR,ahpC
OxyR,ahpF
OxyR,ccp
OxyR,dps
OxyR,dsbG
OxyR,fhuF
OxyR,flu
OxyR,Fur
OxyR,gntP
OxyR,gor
OxyR,grxA
OxyR,hcp
OxyR,hcr
OxyR,hemF
OxyR,hemH
OxyR,isrC
OxyR,katG
OxyR,metE
OxyR,MetR
OxyR,mntH
OxyR,nfsA
OxyR,OxyR
OxyR,oxyS
OxyR,poxB
OxyR,rimK
OxyR,sufA
OxyR,sufB
OxyR,sufC
OxyR,sufD
OxyR,sufE
OxyR,sufS
OxyR,trxC
OxyR,uof
OxyR,uxuA
OxyR,uxuB
OxyR,ybjC
OxyR,ybjN
OxyR,ychF
OxyR,yjjZ
OxyR,zinT
OxyR,znuA
OxyR,znuB
OxyR,znuC
PaaX,paaA
PaaX,paaB
PaaX,paaC
PaaX,paaD
PaaX,paaE
PaaX,paaF
PaaX,paaG
PaaX,paaH
PaaX,paaI
PaaX,paaJ
PaaX,paaK
PaaX,PaaX
PaaX,paaY
PaaX,paaZ
PdeL,fliF
PdeL,fliG
PdeL,fliH
PdeL,fliI
PdeL,fliJ
PdeL,fliK
PdeL,PdeL
PdhR,aceE
PdhR,aceF
PdhR,cyoA
PdhR,cyoB
PdhR,cyoC
PdhR,cyoD
PdhR,cyoE
PdhR,ddlB
PdhR,fecA
PdhR,fecB
PdhR,fecC
PdhR,fecD
PdhR,fecE
PdhR,ftsA
PdhR,ftsI
PdhR,ftsL
PdhR,ftsQ
PdhR,ftsW
PdhR,ftsZ
PdhR,glcA
PdhR,glcB
PdhR,glcD
PdhR,glcE
PdhR,glcF
PdhR,glcG
PdhR,grcA
PdhR,hemL
PdhR,hha
PdhR,lpd
PdhR,lpxC
PdhR,mraY
PdhR,MraZ
PdhR,murC
PdhR,murD
PdhR,murE
PdhR,murF
PdhR,murG
PdhR,ndh
PdhR,PdhR
PdhR,rsmH
PdhR,tomB
PepA,carA
PepA,carB
PepA,PepA
PgrR,mpaA
PgrR,TyrR
PgrR,ycjF
PgrR,ycjG
PgrR,ycjX
PgrR,ycjY
PgrR,ymjC
PgrR,ymjD
PhoB,adiC
PhoB,amn
PhoB,ArgP
PhoB,asr
PhoB,Cra
PhoB,cusA
PhoB,cusB
PhoB,cusC
PhoB,cusF
PhoB,CusR
PhoB,cusS
PhoB,eda
PhoB,FeaR
PhoB,GadW
PhoB,GadX
PhoB,hiuH
PhoB,mipA
PhoB,ompF
PhoB,phnC
PhoB,phnD
PhoB,phnF
PhoB,phnG
PhoB,phnH
PhoB,phnI
PhoB,phnJ
PhoB,phnK
PhoB,phnL
PhoB,phnM
PhoB,phnN
PhoB,phnO
PhoB,phnP
PhoB,phoA
PhoB,PhoB
PhoB,phoE
PhoB,phoH
PhoB,phoQ
PhoB,phoR
PhoB,phoU
PhoB,pitB
PhoB,PrpR
PhoB,psiE
PhoB,psiF
PhoB,pstA
PhoB,pstB
PhoB,pstC
PhoB,pstS
PhoB,rcdB
PhoB,RspR
PhoB,sbcC
PhoB,sbcD
PhoB,tktB
PhoB,waaH
PhoB,yegH
PhoB,ytfK
PhoP,acrA
PhoP,acrB
PhoP,argD
PhoP,borD
PhoP,clpS
PhoP,CysB
PhoP,dcuD
PhoP,fadL
PhoP,GadE
PhoP,GadE-RcsB
PhoP,gadF
PhoP,GadW
PhoP,glgA
PhoP,glgB
PhoP,glgC
PhoP,glgP
PhoP,glgX
PhoP,hdeA
PhoP,hdeB
PhoP,hdeD
PhoP,hemL
PhoP,iraM
PhoP,malS
PhoP,metB
PhoP,metL
PhoP,mgrB
PhoP,mgrR
PhoP,mgtA
PhoP,mgtL
PhoP,mgtS
PhoP,nagA
PhoP,ompT
PhoP,pagP
PhoP,purD
PhoP,purH
PhoP,RstA
PhoP,rstB
PhoP,rutA
PhoP,rutB
PhoP,rutC
PhoP,rutD
PhoP,rutE
PhoP,rutF
PhoP,rutG
PhoP,safA
PhoP,tolC
PhoP,TreR
PhoP,ybjG
PhoP,YdeO
PhoP,ydeP
PhoP,ygiB
PhoP,ygiC
PhoP,yhiD
PhoP,yrbL
PlaR,lyxK
PlaR,PlaR
PlaR,sgbE
PlaR,sgbH
PlaR,sgbU
PlaR,yiaK
PlaR,yiaL
PlaR,yiaM
PlaR,yiaN
PlaR,yiaO
PrpR,prpB
PrpR,prpC
PrpR,prpD
PrpR,prpE
PrpR,PrpR
PspF,pspA
PspF,pspB
PspF,pspC
PspF,pspD
PspF,pspE
PspF,PspF
PspF,pspG
PspF,pspH
PurR,carA
PurR,carB
PurR,codA
PurR,codB
PurR,cvpA
PurR,gcvH
PurR,gcvP
PurR,gcvT
PurR,glnB
PurR,glyA
PurR,guaA
PurR,guaB
PurR,hflD
PurR,prs
PurR,purA
PurR,purB
PurR,purC
PurR,purD
PurR,purE
PurR,purF
PurR,purH
PurR,purK
PurR,purL
PurR,purM
PurR,purN
PurR,PurR
PurR,purT
PurR,pyrC
PurR,pyrD
PurR,speA
PurR,speB
PurR,ubiX
PutA,PutA
PutA,putP
PuuR,puuA
PuuR,puuB
PuuR,puuC
PuuR,puuD
PuuR,puuE
PuuR,puuP
PuuR,PuuR
PuuR,ymjE
PyrR,yhjX
QseB,fimA
QseB,fimC
QseB,fimD
QseB,fimF
QseB,fimG
QseB,fimH
QseB,fimI
QseB,FlhDC
QseB,QseB
QseB,qseC
RbsR,add
RbsR,purD
RbsR,purH
RbsR,rbsA
RbsR,rbsB
RbsR,rbsC
RbsR,rbsD
RbsR,rbsK
RbsR,RbsR
RcdA,asr
RcdA,bluF
RcdA,CsgD
RcdA,csgE
RcdA,csgF
RcdA,csgG
RcdA,rmf
RcdA,rsd
RcdA,sulA
RcdA,yagK
RcdA,ydeI
RclR,rclA
RclR,rclB
RclR,rclC
RcnR,rcnA
RcnR,rcnB
RcnR,RcnR
RcsAB,CsgD
RcsAB,csgE
RcsAB,csgF
RcsAB,csgG
RcsAB,FlhDC
RcsAB,RcsAB
RcsAB,wcaA
RcsAB,wcaB
RcsAB,wza
RcsAB,wzb
RcsAB,wzc
RcsAB,yjbE
RcsAB,yjbF
RcsAB,yjbG
RcsAB,yjbH
RcsB,bdm
RcsB,ftsA
RcsB,ftsZ
RcsB,gadA
RcsB,gadB
RcsB,gadC
RcsB,GadX
RcsB,gadY
RcsB,hdeA
RcsB,hdeB
RcsB,hdeD
RcsB,lolA
RcsB,osmB
RcsB,osmC
RcsB,rarA
RcsB,RpoE
RcsB,rprA
RcsB,rseA
RcsB,rseB
RcsB,rseC
RcsB,rseD
RcsB,safA
RcsB,sra
RcsB,YdeO
RcsB,ydeP
RcsB,yhiD
RcsB-BglJ,bglB
RcsB-BglJ,bglF
RcsB-BglJ,bglG
RcsB-BglJ,LeuO
RcsB-BglJ,sfsB
RcsB-BglJ,yecT
RcsB-BglJ,yehF
RcsB-BglJ,ygiZ
RcsB-BglJ,yidL
RcsB-BglJ,ynbA
RcsB-BglJ,ynbB
RcsB-BglJ,ynbC
RcsB-BglJ,ynbD
RcsB-BglJ,ynjI
RcsB-BglJ,yqhG
RelB,hokD
RelB,RelB
RelB,RelB-RelE
RelB-RelE,hokD
RelB-RelE,RelB
RelB-RelE,RelB-RelE
RhaR,RhaR
RhaR,RhaS
RhaS,rhaA
RhaS,rhaB
RhaS,rhaD
Rob,acnA
Rob,acrA
Rob,acrB
Rob,acrZ
Rob,aldA
Rob,aslB
Rob,chaC
Rob,elaB
Rob,fadA
Rob,fadB
Rob,fadL
Rob,fumC
Rob,inaA
Rob,ldtB
Rob,MarA
Rob,marB
Rob,MarR
Rob,micF
Rob,mltF
Rob,nfo
Rob,nfsA
Rob,nfsB
Rob,rimK
Rob,Rob
Rob,sodA
Rob,tolC
Rob,ybjC
Rob,ybjN
Rob,ygiB
Rob,ygiC
Rob,yiaG
Rob,zwf
RspR,rspA
RspR,rspB
RstA,asr
RstA,CsgD
RstA,csgE
RstA,csgF
RstA,csgG
RstA,narG
RstA,narH
RstA,narI
RstA,narJ
RstA,ompF
RtcR,rtcA
RtcR,rtcB
RutR,carA
RutR,carB
RutR,fepB
RutR,GadW
RutR,GadX
RutR,gloA
RutR,nemA
RutR,NemR
RutR,pdeR
RutR,rutA
RutR,rutB
RutR,rutC
RutR,rutD
RutR,rutE
RutR,rutF
RutR,rutG
RutR,RutR
SdiA,ftsA
SdiA,ftsZ
SdiA,GadW
SdiA,gadY
SdiA,rflP
SdiA,rmf
SdiA,rsd
SgrR,alaC
SgrR,setA
SgrR,SgrR
SgrR,sgrS
SgrR,sgrT
SgrR,sroA
SgrR,thiB
SgrR,thiP
SgrR,thiQ
SlyA,cas1
SlyA,cas2
SlyA,casA
SlyA,casB
SlyA,casC
SlyA,casD
SlyA,casE
SlyA,FecI
SlyA,fecR
SlyA,gspC
SlyA,gspD
SlyA,gspE
SlyA,gspF
SlyA,gspG
SlyA,gspH
SlyA,gspI
SlyA,gspJ
SlyA,gspK
SlyA,gspL
SlyA,gspM
SlyA,gspO
SlyA,hlyE
SlyA,LeuO
SlyA,paaA
SlyA,paaB
SlyA,paaC
SlyA,paaD
SlyA,paaE
SlyA,paaF
SlyA,paaG
SlyA,paaH
SlyA,paaI
SlyA,paaJ
SlyA,paaK
SlyA,pagP
SlyA,rmf
SlyA,rsd
SoxR,aroF
SoxR,fumC
SoxR,sodA
SoxR,SoxR
SoxR,SoxS
SoxR,tyrA
SoxR,yjcB
SoxR,yrbL
SoxS,acnA
SoxS,acrA
SoxS,acrB
SoxS,acrZ
SoxS,aldA
SoxS,DecR
SoxS,fldA
SoxS,fldB
SoxS,fpr
SoxS,fumC
SoxS,Fur
SoxS,inaA
SoxS,MarA
SoxS,marB
SoxS,MarR
SoxS,micF
SoxS,nepI
SoxS,nfo
SoxS,nfsA
SoxS,nfsB
SoxS,ompN
SoxS,ompW
SoxS,pgi
SoxS,poxB
SoxS,pqiA
SoxS,pqiB
SoxS,pqiC
SoxS,ptsG
SoxS,ribA
SoxS,rimK
SoxS,Rob
SoxS,sodA
SoxS,SoxS
SoxS,tolC
SoxS,uof
SoxS,waaY
SoxS,waaZ
SoxS,ybjC
SoxS,ybjN
SoxS,ydbK
SoxS,ygiB
SoxS,ygiC
SoxS,yrbL
SoxS,zinT
SoxS,zwf
SrlR,GutM
SrlR,gutQ
SrlR,srlA
SrlR,srlB
SrlR,srlD
SrlR,srlE
SrlR,SrlR
StpA,bglB
StpA,bglF
StpA,bglG
StpA,cas1
StpA,cas2
StpA,casA
StpA,casB
StpA,casC
StpA,casD
StpA,casE
StpA,fau
StpA,LeuO
StpA,malE
StpA,malF
StpA,malG
StpA,malH
StpA,ssrS
StpA,StpA
SutR,cysE
SutR,FliA
SutR,FliZ
SutR,tcyJ
TdcA,TdcA
TdcA,tdcB
TdcA,tdcC
TdcA,tdcD
TdcA,tdcE
TdcA,tdcF
TdcA,tdcG
TdcR,TdcA
TdcR,tdcB
TdcR,tdcC
TdcR,tdcD
TdcR,tdcE
TdcR,tdcF
TdcR,tdcG
TorR,gadA
TorR,GadX
TorR,hdeA
TorR,hdeB
TorR,tnaA
TorR,tnaB
TorR,tnaC
TorR,torA
TorR,torC
TorR,torD
TorR,TorR
TorR,yhiD
TreR,treB
TreR,treC
TrpR,aroH
TrpR,aroL
TrpR,aroM
TrpR,mtr
TrpR,trpA
TrpR,trpB
TrpR,trpC
TrpR,trpD
TrpR,trpE
TrpR,trpL
TrpR,TrpR
TrpR,yaiA
TyrR,aroF
TyrR,aroG
TyrR,aroL
TyrR,aroM
TyrR,aroP
TyrR,folA
TyrR,mtr
TyrR,tyrA
TyrR,tyrB
TyrR,TyrR
TyrR,yaiA
UhpA,uhpT
UidR,uidA
UidR,uidB
UidR,uidC
UidR,UidR
UlaR,ulaA
UlaR,ulaB
UlaR,ulaC
UlaR,ulaD
UlaR,ulaE
UlaR,ulaF
UlaR,ulaG
UvrY,csrB
UvrY,csrC
UvrY,luxS
UvrY,uhpT
UvrY,ydeP
UxuR,ExuR
UxuR,gntP
UxuR,lgoR
UxuR,uidA
UxuR,uidB
UxuR,uidC
UxuR,uxuA
UxuR,uxuB
UxuR,UxuR
XapR,xapA
XapR,xapB
XylR,AraC
XylR,xylA
XylR,xylB
XylR,xylE
XylR,xylF
XylR,xylG
XylR,xylH
XylR,XylR
YdcI,flu
YdcI,isrC
YdeO,appA
YdeO,appB
YdeO,appC
YdeO,appX
YdeO,dctR
YdeO,GadE
YdeO,GadE-RcsB
YdeO,gadF
YdeO,GadW
YdeO,hyaA
YdeO,hyaB
YdeO,hyaC
YdeO,hyaD
YdeO,hyaE
YdeO,hyaF
YdeO,mdtE
YdeO,mdtF
YdeO,safA
YdeO,slp
YdeO,uspD
YdeO,YdeO
YdeO,yiiS
YefM,YefM
YefM,YefM-YoeB
YefM-YoeB,YefM
YefM-YoeB,YefM-YoeB
YeiL,YeiL
YhaJ,bssS
YjjQ,dgcN
YjjQ,FlhDC
YjjQ,gfcA
YjjQ,ompC
YjjQ,ybhL
YjjQ,yciX
YjjQ,yfiB
YjjQ,yfiR
YjjQ,ymiA
YqhC,dkgA
YqhC,yqhD
ZntR,zntA
ZraR,zraP
ZraR,ZraR
ZraR,zraS
Zur,ykgM
Zur,ykgO
Zur,zinT
Zur,znuA
Zur,znuB
Zur,znuC
RpoE,ahpF
RpoE,apaG
RpoE,apaH
RpoE,bacA
RpoE,bamA
RpoE,bamB
RpoE,bamC
RpoE,bamD
RpoE,bamE
RpoE,bepA
RpoE,bhsA
RpoE,cca
RpoE,clpX
RpoE,cyaR
RpoE,degP
RpoE,der
RpoE,dnaE
RpoE,dolP
RpoE,dsbC
RpoE,eptB
RpoE,essD
RpoE,fabZ
RpoE,fadM
RpoE,fkpA
RpoE,ftnB
RpoE,fusA
RpoE,greA
RpoE,gspA
RpoE,gspB
RpoE,hcp
RpoE,hcr
RpoE,hokE
RpoE,hpf
RpoE,ibaG
RpoE,insK
RpoE,lgoR
RpoE,lhr
RpoE,lon
RpoE,lptA
RpoE,lptB
RpoE,lptD
RpoE,lpxA
RpoE,lpxB
RpoE,lpxD
RpoE,lpxP
RpoE,lyxK
RpoE,malQ
RpoE,EcpR
RpoE,micA
RpoE,micL
RpoE,mscM
RpoE,mzrA
RpoE,narV
RpoE,narW
RpoE,opgG
RpoE,opgH
RpoE,pdxA
RpoE,phoQ
RpoE,plsB
RpoE,prfB
RpoE,psd
RpoE,ptsN
RpoE,rapZ
RpoE,rclA
RpoE,rclB
RpoE,rclC
RpoE,recJ
RpoE,recR
RpoE,rfaD
RpoE,rflP
RpoE,rnhB
RpoE,rnlB
RpoE,RpoD
RpoE,RpoE
RpoE,RpoH
RpoE,RpoN
RpoE,rrrD
RpoE,rseA
RpoE,rseB
RpoE,rseC
RpoE,rseP
RpoE,rsmA
RpoE,RutR
RpoE,rybB
RpoE,rzpD
RpoE,sbmA
RpoE,sgbE
RpoE,sgbH
RpoE,sgbU
RpoE,sixA
RpoE,skp
RpoE,surA
RpoE,tufA
RpoE,uspD
RpoE,waaC
RpoE,waaF
RpoE,waaL
RpoE,wza
RpoE,wzb
RpoE,wzc
RpoE,yaiW
RpoE,ybaB
RpoE,ydhI
RpoE,ydhJ
RpoE,ydhK
RpoE,yeaY
RpoE,yfeK
RpoE,yfeS
RpoE,yfeX
RpoE,yfeY
RpoE,yfgD
RpoE,yggN
RpoE,yghF
RpoE,ygiM
RpoE,yhjJ
RpoE,yiaK
RpoE,yiaL
RpoE,yiaM
RpoE,yiaN
RpoE,yiaO
RpoE,yicI
RpoE,yicJ
RpoE,yidQ
RpoE,yieE
RpoE,yieF
RpoE,yiiS
RpoE,yoaC
RpoE,yqjA
RpoE,ytfJ
FliA,aer
FliA,cheA
FliA,cheB
FliA,cheR
FliA,cheW
FliA,cheY
FliA,cheZ
FliA,flgK
FliA,flgL
FliA,flgM
FliA,flgN
FliA,flgO
FliA,FliA
FliA,fliC
FliA,fliD
FliA,fliE
FliA,fliF
FliA,fliG
FliA,fliH
FliA,fliI
FliA,fliJ
FliA,fliK
FliA,fliL
FliA,fliM
FliA,fliN
FliA,fliO
FliA,fliP
FliA,fliQ
FliA,fliR
FliA,fliS
FliA,fliT
FliA,fliX
FliA,FliZ
FliA,flxA
FliA,hemL
FliA,ispE
FliA,lolB
FliA,modA
FliA,modB
FliA,modC
FliA,motA
FliA,motB
FliA,motR
FliA,oppA
FliA,oppB
FliA,oppC
FliA,oppD
FliA,oppF
FliA,pdeH
FliA,ppdA
FliA,ppdB
FliA,ppdC
FliA,prs
FliA,rdcA
FliA,rdcB
FliA,recC
FliA,tap
FliA,tar
FliA,tcyJ
FliA,trg
FliA,tsr
FliA,ves
FliA,yafW
FliA,yafX
FliA,ycgR
FliA,yecF
FliA,ygbK
FliA,ygdB
FliA,yjcS
FliA,ykfB
FliA,ykfF
FliA,ykfG
FliA,ykfH
FliA,ykfI
FliA,ynjH
RpoH,ackA
RpoH,adiC
RpoH,alaA
RpoH,alaT
RpoH,alaU
RpoH,alaV
RpoH,bidA
RpoH,bssS
RpoH,can
RpoH,cas1
RpoH,cas2
RpoH,casD
RpoH,casE
RpoH,clpB
RpoH,clpP
RpoH,clpX
RpoH,cnoX
RpoH,Cra
RpoH,creA
RpoH,CreB
RpoH,creC
RpoH,crr
RpoH,dnaJ
RpoH,dnaK
RpoH,dsbC
RpoH,fkpB
RpoH,ftsH
RpoH,fxsA
RpoH,gapA
RpoH,glnS
RpoH,gltT
RpoH,gltU
RpoH,gltV
RpoH,gltW
RpoH,groL
RpoH,groS
RpoH,grpE
RpoH,hemW
RpoH,hflC
RpoH,hflK
RpoH,hflX
RpoH,hfq
RpoH,holC
RpoH,hslO
RpoH,hslR
RpoH,hslU
RpoH,hslV
RpoH,hspQ
RpoH,htpG
RpoH,htpX
RpoH,ibpA
RpoH,ibpB
RpoH,ileS
RpoH,ileT
RpoH,ileU
RpoH,ileV
RpoH,ispH
RpoH,lapA
RpoH,lapB
RpoH,ldhA
RpoH,lipB
RpoH,lnt
RpoH,lon
RpoH,lspA
RpoH,mbiA
RpoH,metA
RpoH,mhpT
RpoH,miaA
RpoH,Mlc
RpoH,mngA
RpoH,mngB
RpoH,mpaA
RpoH,mutL
RpoH,mutM
RpoH,nanX
RpoH,nanY
RpoH,NarP
RpoH,nfuA
RpoH,nusB
RpoH,osmF
RpoH,pgpA
RpoH,pgpC
RpoH,PhoP
RpoH,phoQ
RpoH,pncC
RpoH,pphA
RpoH,ppiD
RpoH,prlC
RpoH,ptsH
RpoH,ptsI
RpoH,pyrF
RpoH,raiA
RpoH,raiZ
RpoH,rapA
RpoH,rdgB
RpoH,recJ
RpoH,rfaD
RpoH,ribE
RpoH,rlmE
RpoH,rnlA
RpoH,rpmE
RpoH,RpoD
RpoH,rrfA
RpoH,rrfB
RpoH,rrfC
RpoH,rrfD
RpoH,rrfE
RpoH,rrfF
RpoH,rrfG
RpoH,rrfH
RpoH,rrlA
RpoH,rrlB
RpoH,rrlC
RpoH,rrlD
RpoH,rrlE
RpoH,rrlG
RpoH,rrlH
RpoH,rrsA
RpoH,rrsB
RpoH,rrsC
RpoH,rrsD
RpoH,rrsE
RpoH,rrsG
RpoH,rrsH
RpoH,rsmJ
RpoH,sdaA
RpoH,sdsR
RpoH,slt
RpoH,tadA
RpoH,thiL
RpoH,thrV
RpoH,topA
RpoH,trmA
RpoH,TyrR
RpoH,valS
RpoH,waaC
RpoH,waaF
RpoH,waaL
RpoH,xerD
RpoH,yafD
RpoH,yafE
RpoH,ybeD
RpoH,ybeX
RpoH,ybeY
RpoH,ybeZ
RpoH,ybfE
RpoH,yccE
RpoH,yceI
RpoH,yceJ
RpoH,yciH
RpoH,ycjF
RpoH,ycjX
RpoH,ycjY
RpoH,YdeO
RpoH,ydhQ
RpoH,yeaD
RpoH,yehR
RpoH,yehW
RpoH,yehX
RpoH,yehY
RpoH,yfbR
RpoH,yhdN
RpoH,yiaA
RpoH,yibA
RpoH,yjaZ
RpoH,yjhG
RpoH,yjhH
RpoH,yjhI
RpoH,yjiT
RpoH,ymjC
RpoH,ymjD
RpoH,yrdA
RpoH,yrfG
RpoH,ZntR
RpoS,aceE
RpoS,aceF
RpoS,acnA
RpoS,acs
RpoS,actP
RpoS,Ada
RpoS,adhE
RpoS,AidB
RpoS,aldB
RpoS,alkA
RpoS,alkB
RpoS,ansP
RpoS,appA
RpoS,appB
RpoS,appC
RpoS,appX
RpoS,AppY
RpoS,araF
RpoS,araG
RpoS,araH
RpoS,ariR
RpoS,arrS
RpoS,artI
RpoS,artM
RpoS,artP
RpoS,artQ
RpoS,asr
RpoS,astA
RpoS,astB
RpoS,astC
RpoS,astD
RpoS,astE
RpoS,BaeR
RpoS,baeS
RpoS,blc
RpoS,blr
RpoS,BolA
RpoS,bsmA
RpoS,btsT
RpoS,btuF
RpoS,cbpA
RpoS,cbpM
RpoS,cfa
RpoS,cpxA
RpoS,CpxR
RpoS,crr
RpoS,csgA
RpoS,csgB
RpoS,csgC
RpoS,CsgD
RpoS,csgE
RpoS,csgF
RpoS,csgG
RpoS,csiE
RpoS,csrA
RpoS,cyaR
RpoS,ddpA
RpoS,ddpB
RpoS,ddpC
RpoS,ddpD
RpoS,ddpF
RpoS,ddpX
RpoS,dgcC
RpoS,dhaK
RpoS,dhaL
RpoS,dhaM
RpoS,DhaR
RpoS,dinB
RpoS,dkgA
RpoS,dkgB
RpoS,dmsD
RpoS,dnaN
RpoS,dps
RpoS,ecnB
RpoS,elaB
