"Node","Sector","TRorNon_TR","SRorNon_SR"
"lysW","out","Non-TR","Non-SR"
"murC","out","Non-TR","Non-SR"
"sthA","out","Non-TR","Non-SR"
"rrlD","out","Non-TR","Non-SR"
"ymjD","out","Non-TR","Non-SR"
"metQ","out","Non-TR","Non-SR"
"gadF","out","Non-TR","Non-SR"
"recC","out","Non-TR","Non-SR"
"setA","out","Non-TR","Non-SR"
"hisL","out","Non-TR","Non-SR"
"pldA","out","Non-TR","Non-SR"
"cvpA","out","Non-TR","Non-SR"
"glpE","out","Non-TR","Non-SR"
"rnhB","out","Non-TR","Non-SR"
"yhhZ","out","Non-TR","Non-SR"
"degQ","out","Non-TR","Non-SR"
"gcd","out","Non-TR","Non-SR"
"gadY","out","Non-TR","Non-SR"
"rhtA","out","Non-TR","Non-SR"
"ogt","out","Non-TR","Non-SR"
"pspB","out","Non-TR","Non-SR"
"radD","out","Non-TR","Non-SR"
"hemW","out","Non-TR","Non-SR"
"MetR","out","TR","SR"
"hcaE","out","Non-TR","Non-SR"
"ybeR","out","Non-TR","Non-SR"
"moeA","out","Non-TR","Non-SR"
"damX","out","Non-TR","Non-SR"
"ybaL","out","Non-TR","Non-SR"
"atoB","out","Non-TR","Non-SR"
"rcdB","out","Non-TR","Non-SR"
"dsbC","out","Non-TR","Non-SR"
"ygiM","out","Non-TR","Non-SR"
"dadA","out","Non-TR","Non-SR"
"trmD","out","Non-TR","Non-SR"
"truB","out","Non-TR","Non-SR"
"flgF","out","Non-TR","Non-SR"
"rbfA","out","Non-TR","Non-SR"
"frlC","out","Non-TR","Non-SR"
"stfQ","out","Non-TR","Non-SR"
"yqiI","out","Non-TR","Non-SR"
"yhfG","out","Non-TR","Non-SR"
"metA","out","Non-TR","Non-SR"
"Ada","out","TR","SR"
"HigBA","out","TR","Non-SR"
"wecH","out","Non-TR","Non-SR"
"nanQ","out","Non-TR","Non-SR"
"parE","out","Non-TR","Non-SR"
"hisF","out","Non-TR","Non-SR"
"fucU","out","Non-TR","Non-SR"
"rrfG","out","Non-TR","Non-SR"
"rsmA","out","Non-TR","Non-SR"
"dusB","out","Non-TR","Non-SR"
"modA","out","Non-TR","Non-SR"
"ycfJ","out","Non-TR","Non-SR"
"aroA","out","Non-TR","Non-SR"
"MazE-MazF","out","TR","Non-SR"
"phnP","out","Non-TR","Non-SR"
"qseC","out","Non-TR","Non-SR"
"yfcP","out","Non-TR","Non-SR"
"fdhD","out","Non-TR","Non-SR"
"paaC","out","Non-TR","Non-SR"
"rrsB","out","Non-TR","Non-SR"
"yadC","out","Non-TR","Non-SR"
"GutM","out","TR","SR"
"rlmE","out","Non-TR","Non-SR"
"ftsH","out","Non-TR","Non-SR"
"sgcX","out","Non-TR","Non-SR"
"arsC","out","Non-TR","Non-SR"
"motA","out","Non-TR","Non-SR"
"csrA","out","Non-TR","Non-SR"
"gatZ","out","Non-TR","Non-SR"
"hflK","out","Non-TR","Non-SR"
"otsB","out","Non-TR","Non-SR"
"cnoX","out","Non-TR","Non-SR"
"acrB","out","Non-TR","Non-SR"
"fliX","out","Non-TR","Non-SR"
"ymdB","out","Non-TR","Non-SR"
"dedA","out","Non-TR","Non-SR"
"ilvL","out","Non-TR","Non-SR"
"lysU","out","Non-TR","Non-SR"
"ydiO","out","Non-TR","Non-SR"
"narQ","out","Non-TR","Non-SR"
"murD","out","Non-TR","Non-SR"
"umpH","out","Non-TR","Non-SR"
"fixB","out","Non-TR","Non-SR"
"uspD","out","Non-TR","Non-SR"
"def","out","Non-TR","Non-SR"
"ldtD","out","Non-TR","Non-SR"
"yiiS","out","Non-TR","Non-SR"
"ynbC","out","Non-TR","Non-SR"
"fimF","out","Non-TR","Non-SR"
"exuT","out","Non-TR","Non-SR"
"atpC","out","Non-TR","Non-SR"
"UxuR","out","TR","SR"
"fimC","out","Non-TR","Non-SR"
"hemF","out","Non-TR","Non-SR"
"aroP","out","Non-TR","Non-SR"
"acpP","out","Non-TR","Non-SR"
"lgoD","out","Non-TR","Non-SR"
"tap","out","Non-TR","Non-SR"
"MarA","out","TR","Non-SR"
"flgL","out","Non-TR","Non-SR"
"tnaA","out","Non-TR","Non-SR"
"rpsL","out","Non-TR","Non-SR"
"acrF","out","Non-TR","Non-SR"
"grxD","out","Non-TR","Non-SR"
"fdx","out","Non-TR","Non-SR"
"iraP","out","Non-TR","Non-SR"
"ycaN","out","Non-TR","Non-SR"
"ryfD","out","Non-TR","Non-SR"
"hycC","out","Non-TR","Non-SR"
"yjhG","out","Non-TR","Non-SR"
"rimM","out","Non-TR","Non-SR"
"waaA","out","Non-TR","Non-SR"
"hyaE","out","Non-TR","Non-SR"
"raiA","out","Non-TR","Non-SR"
"araA","out","Non-TR","Non-SR"
"tomB","out","Non-TR","Non-SR"
"cysI","out","Non-TR","Non-SR"
"eco","out","Non-TR","Non-SR"
"bluF","out","Non-TR","Non-SR"
"tnaB","out","Non-TR","Non-SR"
"fhuB","out","Non-TR","Non-SR"
"cysH","out","Non-TR","Non-SR"
"ampD","out","Non-TR","Non-SR"
"add","out","Non-TR","Non-SR"
"yrfG","out","Non-TR","Non-SR"
"CecR","out","TR","Non-SR"
"yeeZ","out","Non-TR","Non-SR"
"hyfJ","out","Non-TR","Non-SR"
"wecC","out","Non-TR","Non-SR"
"metU","out","Non-TR","Non-SR"
"tatB","out","Non-TR","Non-SR"
"rffG","out","Non-TR","Non-SR"
"AscG","out","TR","SR"
"bsmA","out","Non-TR","Non-SR"
"mtfA","out","Non-TR","Non-SR"
"nanA","out","Non-TR","Non-SR"
"amtB","out","Non-TR","Non-SR"
"ftsA","out","Non-TR","Non-SR"
"ccmB","out","Non-TR","Non-SR"
"yhiD","out","Non-TR","Non-SR"
"atpD","out","Non-TR","Non-SR"
"nanE","out","Non-TR","Non-SR"
"infA","out","Non-TR","Non-SR"
"yhhA","out","Non-TR","Non-SR"
"ydcS","out","Non-TR","Non-SR"
"ybiB","out","Non-TR","Non-SR"
"hisP","out","Non-TR","Non-SR"
"hyaB","out","Non-TR","Non-SR"
"hycA","out","Non-TR","Non-SR"
"ygiW","out","Non-TR","Non-SR"
"bamA","out","Non-TR","Non-SR"
"artP","out","Non-TR","Non-SR"
"yaeP","out","Non-TR","Non-SR"
"gcvH","out","Non-TR","Non-SR"
"argO","out","Non-TR","Non-SR"
"napF","out","Non-TR","Non-SR"
"katG","out","Non-TR","Non-SR"
"yidL","out","Non-TR","Non-SR"
"uidB","out","Non-TR","Non-SR"
"glyT","out","Non-TR","Non-SR"
"ymiA","out","Non-TR","Non-SR"
"rpmG","out","Non-TR","Non-SR"
"mhpT","out","Non-TR","Non-SR"
"ispE","out","Non-TR","Non-SR"
"ahpC","out","Non-TR","Non-SR"
"dhaK","out","Non-TR","Non-SR"
"allE","out","Non-TR","Non-SR"
"fadM","out","Non-TR","Non-SR"
"gltF","out","Non-TR","Non-SR"
"flgK","out","Non-TR","Non-SR"
"fliM","out","Non-TR","Non-SR"
"gltP","out","Non-TR","Non-SR"
"rpmD","out","Non-TR","Non-SR"
"yiiE","out","Non-TR","Non-SR"
"agaI","out","Non-TR","Non-SR"
"malS","out","Non-TR","Non-SR"
"cspC","out","Non-TR","Non-SR"
"nrdG","out","Non-TR","Non-SR"
"fabZ","out","Non-TR","Non-SR"
"glcF","out","Non-TR","Non-SR"
"nupC","out","Non-TR","Non-SR"
"yqeB","out","Non-TR","Non-SR"
"mlaF","out","Non-TR","Non-SR"
"arcZ","out","Non-TR","Non-SR"
"rybB","out","Non-TR","Non-SR"
"rpsQ","out","Non-TR","Non-SR"
"rnlA","out","Non-TR","Non-SR"
"dnaK","out","Non-TR","Non-SR"
"dps","out","Non-TR","Non-SR"
"pdeF","out","Non-TR","Non-SR"
"yafC","out","Non-TR","Non-SR"
"leuE","out","Non-TR","Non-SR"
"yafO","out","Non-TR","Non-SR"
"prmA","out","Non-TR","Non-SR"
"atoD","out","Non-TR","Non-SR"
"adiC","out","Non-TR","Non-SR"
"AgaR","out","TR","SR"
"csgG","out","Non-TR","Non-SR"
"fhuF","out","Non-TR","Non-SR"
"LsrR","out","TR","Non-SR"
"melB","out","Non-TR","Non-SR"
"XapR","out","TR","SR"
"narG","out","Non-TR","Non-SR"
"MraZ","out","TR","Non-SR"
"sbcD","out","Non-TR","Non-SR"
"CadC","out","TR","SR"
"allB","out","Non-TR","Non-SR"
"yicI","out","Non-TR","Non-SR"
"frsA","out","Non-TR","Non-SR"
"yqiB","out","Non-TR","Non-SR"
"degP","out","Non-TR","Non-SR"
"dauA","out","Non-TR","Non-SR"
"tatA","out","Non-TR","Non-SR"
"gluQ","out","Non-TR","Non-SR"
"ybdF","out","Non-TR","Non-SR"
"gph","out","Non-TR","Non-SR"
"ytjB","out","Non-TR","Non-SR"
"fabD","out","Non-TR","Non-SR"
"yhhQ","out","Non-TR","Non-SR"
"kdpB","out","Non-TR","Non-SR"
"eutD","out","Non-TR","Non-SR"
"hflD","out","Non-TR","Non-SR"
"hisC","out","Non-TR","Non-SR"
"astB","out","Non-TR","Non-SR"
"MhpR","out","TR","SR"
"gpmM","out","Non-TR","Non-SR"
"tam","out","Non-TR","Non-SR"
"bioA","out","Non-TR","Non-SR"
"srlE","out","Non-TR","Non-SR"
"bidA","out","Non-TR","Non-SR"
"speA","out","Non-TR","Non-SR"
"KdgR","out","TR","Non-SR"
"bcsF","out","Non-TR","Non-SR"
"yhaB","out","Non-TR","Non-SR"
"yjbG","out","Non-TR","Non-SR"
"galK","out","Non-TR","Non-SR"
"pheV","out","Non-TR","Non-SR"
"ydfZ","out","Non-TR","Non-SR"
"map","out","Non-TR","Non-SR"
"rpsD","out","Non-TR","Non-SR"
"fklB","out","Non-TR","Non-SR"
"fhuD","out","Non-TR","Non-SR"
"ydeI","out","Non-TR","Non-SR"
"sra","out","Non-TR","Non-SR"
"lysO","out","Non-TR","Non-SR"
"hisJ","out","Non-TR","Non-SR"
"ptsN","out","Non-TR","Non-SR"
"bisC","out","Non-TR","Non-SR"
"yigL","out","Non-TR","Non-SR"
"zraS","out","Non-TR","Non-SR"
"idnO","out","Non-TR","Non-SR"
"yciH","out","Non-TR","Non-SR"
"infC","out","Non-TR","Non-SR"
"thiC","out","Non-TR","Non-SR"
"rrlH","out","Non-TR","Non-SR"
"DpiA","out","TR","SR"
"yhbS","out","Non-TR","Non-SR"
"arfA","out","Non-TR","Non-SR"
"pabB","out","Non-TR","Non-SR"
"recB","out","Non-TR","Non-SR"
"mdtJ","out","Non-TR","Non-SR"
"pspG","out","Non-TR","Non-SR"
"curA","out","Non-TR","Non-SR"
"sdsN","out","Non-TR","Non-SR"
"yoaA","out","Non-TR","Non-SR"
"entB","out","Non-TR","Non-SR"
"ftsI","out","Non-TR","Non-SR"
"amyA","out","Non-TR","Non-SR"
"xapB","out","Non-TR","Non-SR"
"galP","out","Non-TR","Non-SR"
"clpA","out","Non-TR","Non-SR"
"crr","out","Non-TR","Non-SR"
"gspF","out","Non-TR","Non-SR"
"iraD","out","Non-TR","Non-SR"
"paaB","out","Non-TR","Non-SR"
"speC","out","Non-TR","Non-SR"
"fabF","out","Non-TR","Non-SR"
"hcr","out","Non-TR","Non-SR"
"rseA","out","Non-TR","Non-SR"
"argS","out","Non-TR","Non-SR"
"cobS","out","Non-TR","Non-SR"
"glgC","out","Non-TR","Non-SR"
"fliP","out","Non-TR","Non-SR"
"ydfB","out","Non-TR","Non-SR"
"serB","out","Non-TR","Non-SR"
"yggP","out","Non-TR","Non-SR"
"ychQ","out","Non-TR","Non-SR"
"rbsB","out","Non-TR","Non-SR"
"yhdX","out","Non-TR","Non-SR"
"yiiF","out","Non-TR","Non-SR"
"bssS","out","Non-TR","Non-SR"
"yejB","out","Non-TR","Non-SR"
"btuD","out","Non-TR","Non-SR"
"hypF","out","Non-TR","Non-SR"
"phoR","out","Non-TR","Non-SR"
"dsdX","out","Non-TR","Non-SR"
"yjcS","out","Non-TR","Non-SR"
"glyA","out","Non-TR","Non-SR"
"pth","out","Non-TR","Non-SR"
"tsr","out","Non-TR","Non-SR"
"tdcD","out","Non-TR","Non-SR"
"tolC","out","Non-TR","Non-SR"
"glnW","out","Non-TR","Non-SR"
"yghT","out","Non-TR","Non-SR"
"xseB","out","Non-TR","Non-SR"
"ascF","out","Non-TR","Non-SR"
"tyrV","out","Non-TR","Non-SR"
"sdaC","out","Non-TR","Non-SR"
"asr","out","Non-TR","Non-SR"
"CdaR","out","TR","Non-SR"
"ppk","out","Non-TR","Non-SR"
"insD5","out","Non-TR","Non-SR"
"rplM","out","Non-TR","Non-SR"
"yhjE","out","Non-TR","Non-SR"
"flu","out","Non-TR","Non-SR"
"ycaK","out","Non-TR","Non-SR"
"YciT","out","TR","Non-SR"
"yecD","out","Non-TR","Non-SR"
"ccmE","out","Non-TR","Non-SR"
"yacL","out","Non-TR","Non-SR"
"ohsC","out","Non-TR","Non-SR"
"nuoB","out","Non-TR","Non-SR"
"ChbR","out","TR","SR"
"3'ETS-leuZ","out","Non-TR","Non-SR"
"gyrB","out","Non-TR","Non-SR"
"ybiY","out","Non-TR","Non-SR"
"yajG","out","Non-TR","Non-SR"
"yhjG","out","Non-TR","Non-SR"
"chiZ","out","Non-TR","Non-SR"
"yebC","out","Non-TR","Non-SR"
"fliH","out","Non-TR","Non-SR"
"nlpA","out","Non-TR","Non-SR"
"dppC","out","Non-TR","Non-SR"
"ybgC","out","Non-TR","Non-SR"
"gudD","out","Non-TR","Non-SR"
"garP","out","Non-TR","Non-SR"
"alsC","out","Non-TR","Non-SR"
"mioC","out","Non-TR","Non-SR"
"yigB","out","Non-TR","Non-SR"
"cobT","out","Non-TR","Non-SR"
"yhhW","out","Non-TR","Non-SR"
"nanC","out","Non-TR","Non-SR"
"yraQ","out","Non-TR","Non-SR"
"yiaG","out","Non-TR","Non-SR"
"frdC","out","Non-TR","Non-SR"
"sufA","out","Non-TR","Non-SR"
"tar","out","Non-TR","Non-SR"
"viaA","out","Non-TR","Non-SR"
"PspF","out","TR","Non-SR"
"wzzE","out","Non-TR","Non-SR"
"gudP","out","Non-TR","Non-SR"
"yihI","out","Non-TR","Non-SR"
"pitA","out","Non-TR","Non-SR"
"frr","out","Non-TR","Non-SR"
"hybE","out","Non-TR","Non-SR"
"fucK","out","Non-TR","Non-SR"
"treC","out","Non-TR","Non-SR"
"dcuS","out","Non-TR","Non-SR"
"argK","out","Non-TR","Non-SR"
"cedA","out","Non-TR","Non-SR"
"pepP","out","Non-TR","Non-SR"
"zipA","out","Non-TR","Non-SR"
"queF","out","Non-TR","Non-SR"
"ybdR","out","Non-TR","Non-SR"
"ubiH","out","Non-TR","Non-SR"
"hokD","out","Non-TR","Non-SR"
"fdnI","out","Non-TR","Non-SR"
"cspI","out","Non-TR","Non-SR"
"ruvC","out","Non-TR","Non-SR"
"argC","out","Non-TR","Non-SR"
"RbsR","out","TR","SR"
"glnA","out","Non-TR","Non-SR"
"rpsM","out","Non-TR","Non-SR"
"aroF","out","Non-TR","Non-SR"
"lsrC","out","Non-TR","Non-SR"
"hisS","out","Non-TR","Non-SR"
"gcvP","out","Non-TR","Non-SR"
"ycgX","out","Non-TR","Non-SR"
"rpiB","out","Non-TR","Non-SR"
"cysE","out","Non-TR","Non-SR"
"cysK","out","Non-TR","Non-SR"
"hyi","out","Non-TR","Non-SR"
"fldA","out","Non-TR","Non-SR"
"sucB","out","Non-TR","Non-SR"
"rplN","out","Non-TR","Non-SR"
"gltU","out","Non-TR","Non-SR"
"ybiX","out","Non-TR","Non-SR"
"gltK","out","Non-TR","Non-SR"
"rnc","out","Non-TR","Non-SR"
"ygiB","out","Non-TR","Non-SR"
"mdtE","out","Non-TR","Non-SR"
"rmf","out","Non-TR","Non-SR"
"aldA","out","Non-TR","Non-SR"
"dhaM","out","Non-TR","Non-SR"
"valV","out","Non-TR","Non-SR"
"gspJ","out","Non-TR","Non-SR"
"ycdZ","out","Non-TR","Non-SR"
"malM","out","Non-TR","Non-SR"
"rfaD","out","Non-TR","Non-SR"
"menA","out","Non-TR","Non-SR"
"yaeQ","out","Non-TR","Non-SR"
"yaiZ","out","Non-TR","Non-SR"
"sdhB","out","Non-TR","Non-SR"
"waaH","out","Non-TR","Non-SR"
"RhaS","out","TR","SR"
"yecT","out","Non-TR","Non-SR"
"nanM","out","Non-TR","Non-SR"
"uvrB","out","Non-TR","Non-SR"
"narS","out","Non-TR","Non-SR"
"rdcB","out","Non-TR","Non-SR"
"fusA","out","Non-TR","Non-SR"
"ybiO","out","Non-TR","Non-SR"
"prs","out","Non-TR","Non-SR"
"nohA","out","Non-TR","Non-SR"
"mtlD","out","Non-TR","Non-SR"
"ynaK","out","Non-TR","Non-SR"
"gspB","out","Non-TR","Non-SR"
"rapZ","out","Non-TR","Non-SR"
"kduI","out","Non-TR","Non-SR"
"accC","out","Non-TR","Non-SR"
"ilvI","out","Non-TR","Non-SR"
"yccJ","out","Non-TR","Non-SR"
"rrlA","out","Non-TR","Non-SR"
"dicC","out","Non-TR","Non-SR"
"metH","out","Non-TR","Non-SR"
"agaB","out","Non-TR","Non-SR"
"yhbX","out","Non-TR","Non-SR"
"glgA","out","Non-TR","Non-SR"
"ynjH","out","Non-TR","Non-SR"
"mazG","out","Non-TR","Non-SR"
"DsdC","out","TR","SR"
"ulaC","out","Non-TR","Non-SR"
"eptA","out","Non-TR","Non-SR"
"ycgR","out","Non-TR","Non-SR"
"fumA","out","Non-TR","Non-SR"
"hmp","out","Non-TR","Non-SR"
"yfaE","out","Non-TR","Non-SR"
"priB","out","Non-TR","Non-SR"
"puuB","out","Non-TR","Non-SR"
"rnb","out","Non-TR","Non-SR"
"rrsA","out","Non-TR","Non-SR"
"ompW","out","Non-TR","Non-SR"
"feoA","out","Non-TR","Non-SR"
"cfa","out","Non-TR","Non-SR"
"thiP","out","Non-TR","Non-SR"
"rrsH","out","Non-TR","Non-SR"
"yhcN","out","Non-TR","Non-SR"
"yicJ","out","Non-TR","Non-SR"
"serS","out","Non-TR","Non-SR"
"mscK","out","Non-TR","Non-SR"
"ilvH","out","Non-TR","Non-SR"
"ygeA","out","Non-TR","Non-SR"
"malQ","out","Non-TR","Non-SR"
"fkpA","out","Non-TR","Non-SR"
"yjfF","out","Non-TR","Non-SR"
"torA","out","Non-TR","Non-SR"
"phnK","out","Non-TR","Non-SR"
"sspA","out","Non-TR","Non-SR"
"lapC","out","Non-TR","Non-SR"
"glnH","out","Non-TR","Non-SR"
"ykfI","out","Non-TR","Non-SR"
"dam","out","Non-TR","Non-SR"
"insH3","out","Non-TR","Non-SR"
"ydeM","out","Non-TR","Non-SR"
"lapA","out","Non-TR","Non-SR"
"accD","out","Non-TR","Non-SR"
"ycgZ","out","Non-TR","Non-SR"
"argU","out","Non-TR","Non-SR"
"rsmH","out","Non-TR","Non-SR"
"gspD","out","Non-TR","Non-SR"
"paaJ","out","Non-TR","Non-SR"
"yebG","out","Non-TR","Non-SR"
"ppiA","out","Non-TR","Non-SR"
"chbA","out","Non-TR","Non-SR"
"blr","out","Non-TR","Non-SR"
"pdeC","out","Non-TR","Non-SR"
"ryeA","out","Non-TR","Non-SR"
"mukE","out","Non-TR","Non-SR"
"yibQ","out","Non-TR","Non-SR"
"bhsA","out","Non-TR","Non-SR"
"pnp","out","Non-TR","Non-SR"
"ppc","out","Non-TR","Non-SR"
"sodB","out","Non-TR","Non-SR"
"folA","out","Non-TR","Non-SR"
"rpsC","out","Non-TR","Non-SR"
"pheU","out","Non-TR","Non-SR"
"yehL","out","Non-TR","Non-SR"
"cspE","out","Non-TR","Non-SR"
"ygaV","out","Non-TR","Non-SR"
"yobF","out","Non-TR","Non-SR"
"rutG","out","Non-TR","Non-SR"
"pgl","out","Non-TR","Non-SR"
"PdeL","out","TR","SR"
"mglB","out","Non-TR","Non-SR"
"proL","out","Non-TR","Non-SR"
"carB","out","Non-TR","Non-SR"
"ydcL","out","Non-TR","Non-SR"
"ybiJ","out","Non-TR","Non-SR"
"ubiC","out","Non-TR","Non-SR"
"TrpR","out","TR","SR"
"cycA","out","Non-TR","Non-SR"
"topA","out","Non-TR","Non-SR"
"yqeF","out","Non-TR","Non-SR"
"hycI","out","Non-TR","Non-SR"
"lptA","out","Non-TR","Non-SR"
"apaG","out","Non-TR","Non-SR"
"ssuA","out","Non-TR","Non-SR"
"yhaI","out","Non-TR","Non-SR"
"gadB","out","Non-TR","Non-SR"
"aspA","out","Non-TR","Non-SR"
"cyaR","out","Non-TR","Non-SR"
"nusA","out","Non-TR","Non-SR"
"fabH","out","Non-TR","Non-SR"
"malE","out","Non-TR","Non-SR"
"serU","out","Non-TR","Non-SR"
"dgoA","out","Non-TR","Non-SR"
"paaH","out","Non-TR","Non-SR"
"maoP","out","Non-TR","Non-SR"
"zitB","out","Non-TR","Non-SR"
"rsmF","out","Non-TR","Non-SR"
"abpA","out","Non-TR","Non-SR"
"srkA","out","Non-TR","Non-SR"
"rseB","out","Non-TR","Non-SR"
"murF","out","Non-TR","Non-SR"
"argD","out","Non-TR","Non-SR"
"acpS","out","Non-TR","Non-SR"
"yeaD","out","Non-TR","Non-SR"
"pstB","out","Non-TR","Non-SR"
"argW","out","Non-TR","Non-SR"
"fdhF","out","Non-TR","Non-SR"
"elaB","out","Non-TR","Non-SR"
"ybfC","out","Non-TR","Non-SR"
"glrK","out","Non-TR","Non-SR"
"yjjZ","out","Non-TR","Non-SR"
"ybdL","out","Non-TR","Non-SR"
"fadD","out","Non-TR","Non-SR"
"yffS","out","Non-TR","Non-SR"
"cdd","out","Non-TR","Non-SR"
"YeiE","out","TR","Non-SR"
"NemR","out","TR","SR"
"yadV","out","Non-TR","Non-SR"
"gntK","out","Non-TR","Non-SR"
"yneK","out","Non-TR","Non-SR"
"entS","out","Non-TR","Non-SR"
"tolB","out","Non-TR","Non-SR"
"cbpA","out","Non-TR","Non-SR"
"dmsA","out","Non-TR","Non-SR"
"mdtG","out","Non-TR","Non-SR"
"cheA","out","Non-TR","Non-SR"
"rrfA","out","Non-TR","Non-SR"
"yagU","out","Non-TR","Non-SR"
"hxpB","out","Non-TR","Non-SR"
"thiL","out","Non-TR","Non-SR"
"ecnA","out","Non-TR","Non-SR"
"glmU","out","Non-TR","Non-SR"
"mlaC","out","Non-TR","Non-SR"
"ssrA","out","Non-TR","Non-SR"
"paaE","out","Non-TR","Non-SR"
"tyrT","out","Non-TR","Non-SR"
"sucA","out","Non-TR","Non-SR"
"tufB","out","Non-TR","Non-SR"
"rrlC","out","Non-TR","Non-SR"
"trxC","out","Non-TR","Non-SR"
"pyrC","out","Non-TR","Non-SR"
"sgcE","out","Non-TR","Non-SR"
"cbpM","out","Non-TR","Non-SR"
"rrsG","out","Non-TR","Non-SR"
"focB","out","Non-TR","Non-SR"
"xseA","out","Non-TR","Non-SR"
"narW","out","Non-TR","Non-SR"
"yjiC","out","Non-TR","Non-SR"
"nfrB","out","Non-TR","Non-SR"
"fabG","out","Non-TR","Non-SR"
"gspL","out","Non-TR","Non-SR"
"glpT","out","Non-TR","Non-SR"
"hemB","out","Non-TR","Non-SR"
"AppY","out","TR","Non-SR"
"fixC","out","Non-TR","Non-SR"
"betT","out","Non-TR","Non-SR"
"fkpB","out","Non-TR","Non-SR"
"lamB","out","Non-TR","Non-SR"
"mhpE","out","Non-TR","Non-SR"
"glk","out","Non-TR","Non-SR"
"ddlB","out","Non-TR","Non-SR"
"pitB","out","Non-TR","Non-SR"
"groL","out","Non-TR","Non-SR"
"fliJ","out","Non-TR","Non-SR"
"caiD","out","Non-TR","Non-SR"
"purN","out","Non-TR","Non-SR"
"btuF","out","Non-TR","Non-SR"
"IclR","out","TR","SR"
"fixX","out","Non-TR","Non-SR"
"pgk","out","Non-TR","Non-SR"
"chpS","out","Non-TR","Non-SR"
"pyrH","out","Non-TR","Non-SR"
"tufA","out","Non-TR","Non-SR"
"yjfZ","out","Non-TR","Non-SR"
"coaD","out","Non-TR","Non-SR"
"thiB","out","Non-TR","Non-SR"
"YdcI","out","TR","Non-SR"
"mcrB","out","Non-TR","Non-SR"
"fliG","out","Non-TR","Non-SR"
"uxuA","out","Non-TR","Non-SR"
"nrfD","out","Non-TR","Non-SR"
"secG","out","Non-TR","Non-SR"
"ulaE","out","Non-TR","Non-SR"
"ccmD","out","Non-TR","Non-SR"
"yobB","out","Non-TR","Non-SR"
"fliF","out","Non-TR","Non-SR"
"ypfN","out","Non-TR","Non-SR"
"yfiL","out","Non-TR","Non-SR"
"dtpA","out","Non-TR","Non-SR"
"idnT","out","Non-TR","Non-SR"
"yajO","out","Non-TR","Non-SR"
"mreC","out","Non-TR","Non-SR"
"xdhA","out","Non-TR","Non-SR"
"glpG","out","Non-TR","Non-SR"
"gltX","out","Non-TR","Non-SR"
"dnaN","out","Non-TR","Non-SR"
"fiu","out","Non-TR","Non-SR"
"panD","out","Non-TR","Non-SR"
"rplT","out","Non-TR","Non-SR"
"gnd","out","Non-TR","Non-SR"
"lysA","out","Non-TR","Non-SR"
"lpp","out","Non-TR","Non-SR"
"yihV","out","Non-TR","Non-SR"
"hcaD","out","Non-TR","Non-SR"
"yniB","out","Non-TR","Non-SR"
"yafE","out","Non-TR","Non-SR"
"amiA","out","Non-TR","Non-SR"
"ydeP","out","Non-TR","Non-SR"
"lipB","out","Non-TR","Non-SR"
"entA","out","Non-TR","Non-SR"
"uvrD","out","Non-TR","Non-SR"
"yacC","out","Non-TR","Non-SR"
"mcbA","out","Non-TR","Non-SR"
"ydcK","out","Non-TR","Non-SR"
"argA","out","Non-TR","Non-SR"
"arrS","out","Non-TR","Non-SR"
"wecE","out","Non-TR","Non-SR"
"phr","out","Non-TR","Non-SR"
"cpdA","out","Non-TR","Non-SR"
"asnB","out","Non-TR","Non-SR"
"nirC","out","Non-TR","Non-SR"
"thrU","out","Non-TR","Non-SR"
"gabP","out","Non-TR","Non-SR"
"ugd","out","Non-TR","Non-SR"
"hokE","out","Non-TR","Non-SR"
"casC","out","Non-TR","Non-SR"
"dgcN","out","Non-TR","Non-SR"
"glyQ","out","Non-TR","Non-SR"
"hybC","out","Non-TR","Non-SR"
"FeaR","out","TR","Non-SR"
"yfjI","out","Non-TR","Non-SR"
"hypD","out","Non-TR","Non-SR"
"ppiB","out","Non-TR","Non-SR"
"garK","out","Non-TR","Non-SR"
"ykgR","out","Non-TR","Non-SR"
"mhpF","out","Non-TR","Non-SR"
"bamB","out","Non-TR","Non-SR"
"yhdY","out","Non-TR","Non-SR"
"rrsE","out","Non-TR","Non-SR"
"cyuP","out","Non-TR","Non-SR"
"sdhC","out","Non-TR","Non-SR"
"phnC","out","Non-TR","Non-SR"
"scpB","out","Non-TR","Non-SR"
"ppdC","out","Non-TR","Non-SR"
"glnS","out","Non-TR","Non-SR"
"mgrR","out","Non-TR","Non-SR"
"ytfP","out","Non-TR","Non-SR"
"ddpF","out","Non-TR","Non-SR"
"ibsC","out","Non-TR","Non-SR"
"dapB","out","Non-TR","Non-SR"
"hisQ","out","Non-TR","Non-SR"
"glgX","out","Non-TR","Non-SR"
"lepA","out","Non-TR","Non-SR"
"sdsR","out","Non-TR","Non-SR"
"LldR","out","TR","SR"
"exbB","out","Non-TR","Non-SR"
"ydfX","out","Non-TR","Non-SR"
"fliT","out","Non-TR","Non-SR"
"cysQ","out","Non-TR","Non-SR"
"mglC","out","Non-TR","Non-SR"
"livF","out","Non-TR","Non-SR"
"ybjN","out","Non-TR","Non-SR"
"ykfF","out","Non-TR","Non-SR"
"nusB","out","Non-TR","Non-SR"
"citD","out","Non-TR","Non-SR"
"dgcM","out","Non-TR","Non-SR"
"ubiX","out","Non-TR","Non-SR"
"feoB","out","Non-TR","Non-SR"
"srlB","out","Non-TR","Non-SR"
"rflP","out","Non-TR","Non-SR"
