Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
mutY,5.254392956,5.976535855,5.75347649,5.384039881,5.838962139,6.120069005,4.673655616,5.728422736,7.069638315,5.421855849,6.330305794,4.879054972,5.127668871,5.037741899,4.485027857,5.134933298
mzrA,6.961799323,7.065938392,7.295553165,7.199538059,7.127759416,7.038648372,7.197845199,7.231996931,7.016546027,7.454120649,7.432380976,7.332703015,7.552624894,7.791421159,7.73238186,7.654189725
nac,2.370548001,2.701399555,2.109215342,2.295062517,2.132887676,2.512986623,4.189555654,3.905422243,2.734878729,4.335474858,2.385594704,2.407788123,1.640446105,3.798596327,4.084534221,3.74767289
nadA,3.540648138,4.294810323,4.29216298,4.589317083,4.219923968,4.408644644,5.316054615,3.548932288,4.22999579,3.280870552,5.076384621,4.764920192,3.728921106,4.275274607,4.313852984,4.280291999
nadB,1.663878758,2.969595252,2.819052603,3.09688066,3.095820702,3.142106572,3.354951637,2.218089388,2.751482041,3.073492205,3.953090663,2.510405037,1.846057426,1.971607388,2.787245067,2.934417949
nadC,5.012055374,5.177761412,5.117244945,5.622165087,5.562814901,5.640639995,5.203636977,5.364869233,5.556314561,5.382751804,6.306798283,5.472129622,6.009483202,5.759733145,5.970039585,6.114212849
nadE,6.616482654,7.577530533,6.937256705,7.183878598,7.462562742,7.487365871,7.206392127,7.35588986,7.518329105,6.982437248,8.950913943,7.553788939,6.846879754,7.356043278,7.497775799,7.673349444
nadK,6.130620371,5.884995183,5.739554209,5.848641353,5.823435921,6.059612178,6.745688944,6.282236116,5.836929786,6.21878525,6.670589947,6.351150552,5.756966555,6.258489366,6.393455783,6.339841193
nadR,6.901533711,7.057432091,6.473963703,6.535698306,6.348296191,6.807406666,6.966023879,6.75900901,6.696488119,6.832361202,6.70487888,7.48187857,6.968727469,6.884071212,7.060599681,7.00278942
nagA,7.538572896,8.048836802,7.739241207,7.461307811,8.037722785,7.718289466,7.592390059,7.99437489,7.727521017,7.615082474,8.228612175,8.221016574,7.740763481,7.426230948,8.430975042,8.20766057
nagB,8.114970021,8.554814485,7.390191727,6.956057431,7.569418984,7.998448193,7.864328207,7.868562134,7.640424651,7.950897319,7.863716015,9.042623491,8.164726547,7.090963511,8.60693498,8.619410769
nagE,8.042048009,8.267949391,7.090030825,7.312819672,7.454521524,8.076956195,8.057289849,7.954458547,7.620345515,7.250505586,7.496677673,9.095136848,8.114570627,7.115014329,8.336396726,8.710481751
nagK,5.860563892,5.868096436,5.997743637,6.097413807,6.015504272,6.313757339,6.176057057,5.878615308,6.349310957,6.212164218,6.159564483,6.2169251,6.066955338,5.544934487,5.971133396,6.232531061
nagZ,6.626232037,7.065853805,6.807579076,6.544056689,6.847871196,6.907721028,6.536842974,6.67349988,6.338072004,6.563607406,6.993313609,6.375381899,6.529128487,6.094945098,6.189125456,6.491719344
nanA,5.622024847,6.60688453,5.563118171,5.391791948,5.702736295,6.028559022,5.90072244,5.988684347,5.713484846,6.852309073,4.727310381,7.898063807,6.709425599,6.318571091,8.604066134,8.855803858
nanE,3.88781431,4.661038804,3.609936095,3.982833007,4.027711987,4.496650574,4.28393384,4.616737761,4.073240131,4.443860097,3.841635997,5.587246322,4.437003095,3.882284304,5.69103004,5.713796342
nanK,4.568709388,4.834417859,4.280672806,3.999873245,4.751130148,4.757120745,4.706508724,4.82602783,4.551066224,4.72634104,5.094070307,5.557591119,4.749003586,5.074655886,5.999124045,5.817136651
nanR,6.240971566,6.386296799,6.12024481,6.347991012,5.974577101,6.712997085,6.415313066,6.414302124,6.319253311,6.461566156,6.491185405,6.828717304,6.60974476,6.430084763,6.642117817,6.764702772
nanT,2.93836407,4.233955108,3.381129202,2.929118011,3.702906979,4.123162687,2.998693131,3.522677908,3.943276146,3.625479215,2.968751332,5.163858253,3.943983123,3.642408181,5.330879014,5.850147348
napA,7.72018245,6.765207099,7.717002504,8.042664943,7.889801712,6.752420016,8.436479109,7.536756802,6.907164984,7.372441912,2.30491044,4.59475594,6.95573164,8.001427915,8.431129987,8.634670948
napB,6.581657992,5.899565509,7.179402407,6.973002299,7.253484608,6.023008435,5.871498184,6.099014266,6.51844251,5.85525735,2.230933218,3.839492087,5.086207621,5.505057147,6.206284354,6.481224946
napC,6.823722018,6.096317883,6.91548585,7.031151619,6.980703942,6.009993349,6.853370982,6.216998822,6.552879294,6.287644416,3.691817022,5.085274082,5.635681926,6.442134307,6.760049446,6.84065608
napD,5.94285268,5.090009638,5.152870791,5.699224164,5.278610341,4.830755558,7.164768746,5.798984283,5.052513184,6.225767322,4.710884838,1.133931612,5.498312505,6.926179068,7.258108075,7.296321585
napF,9.055046912,8.220216964,7.621822407,8.055213478,8.221893649,6.948371968,9.77087478,8.535317452,7.568108597,9.179884441,7.4472791,3.760291882,8.711683603,9.888472295,9.985714455,9.999330182
napG,6.864680205,5.845243088,6.841303226,6.875429954,6.951023172,5.518780829,6.415028846,6.015669606,6.44881339,6.207317499,1.032023975,4.075430948,5.594666114,6.612572679,6.988286972,6.904353232
narI,6.948697874,5.880888012,6.86593253,5.716648591,6.259906246,6.419355065,5.592474935,5.82999338,6.636327761,5.669134,0.886193887,2.612711491,7.868655474,4.929703438,7.316452979,7.832178838
narJ,6.515414139,5.70451654,7.273672193,5.65621325,6.692657659,5.752403871,6.430182102,5.993619685,6.84869359,5.457587254,1.331970603,2.319602566,8.051484637,5.16108662,6.369907473,6.625118588
narL,8.357777187,7.812760535,8.565249154,8.296494388,8.526350633,8.032361596,8.114681953,7.990972068,7.98863376,7.655316952,0,7.976905666,8.491189687,7.31457777,8.038517448,8.026014826
narP,5.20106396,5.535227098,5.636305005,5.86878112,5.723096006,6.507982844,5.250908332,5.344240253,5.960020979,5.161705423,4.910545729,6.362370159,4.882626681,5.016391128,5.397751167,5.148124063
narQ,4.842475376,4.436900956,5.035000735,4.977754699,4.719436008,4.867963456,4.831321483,4.51167564,5.225658003,4.861889568,5.137632024,4.067926046,4.586582684,4.900929754,5.042587309,4.929046917
ndk,9.298469445,8.630680719,9.27828678,9.169476911,9.446232587,9.423711611,6.937432537,8.787222052,9.397004148,8.354325724,8.680195594,6.148605052,8.3449505,7.436814704,6.862554346,7.391535995
nei,5.438295923,5.549056163,5.223041102,5.408487212,5.439645956,5.651414582,5.009189895,5.146819018,5.585026374,5.483832926,6.075670522,4.749041859,4.889280164,5.55034861,5.398993769,5.331680819
nemA,4.667483597,5.321646572,5.834418599,4.750956518,5.417621862,5.656497925,5.091601206,5.008051834,5.611958931,5.610922024,6.100752242,4.846797401,4.979027785,4.972294471,5.413060582,5.712028832
nemR,4.08540819,4.304309637,5.166043507,4.648910749,4.500246017,4.532523767,3.859516826,4.251195532,5.251490199,4.505250723,5.480092208,3.974251878,4.104320702,3.227591735,3.927158861,3.532633232
nepI,3.133253609,2.820906452,3.417907925,3.074339838,3.155765401,2.70779633,2.499211577,3.044500182,3.603786253,2.486717315,3.24761737,2.019478087,3.084019981,2.578601806,2.499706194,2.889098471
nfeF,4.152189555,4.839037881,3.586711518,4.04066232,4.134638579,5.384217034,5.235361017,5.306141791,4.838992302,4.337025027,4.684638962,5.399992239,4.187629821,4.737844869,5.285538219,5.166406269
nfeR,5.59586671,5.535836558,5.800777609,5.382242655,6.030365502,5.320138448,5.272360475,5.755144031,4.772790674,4.530925384,5.183968668,5.517346823,5.883016581,5.792427397,6.139895074,6.707100099
nfi,5.78727405,6.28990348,6.315606427,6.268103761,6.485346555,6.327621148,5.672237287,5.282260736,6.103871827,5.288963416,7.027552926,5.976053352,4.711898061,5.181354842,5.656598159,5.835273849
nfsA,7.053993537,7.027808745,7.234241517,7.468966236,7.155241132,7.035596709,7.141714046,7.246548091,6.808079466,7.225462943,7.535702133,7.294524318,6.974618474,7.066703976,7.207887442,7.317547693
nfsB,8.159485885,8.003764263,8.053217436,8.927303268,7.923740688,8.015944028,8.366379039,8.358281785,8.325825672,7.918712065,8.178653953,8.710991017,8.363558406,8.453236529,8.775462354,8.9220942
nfuA,8.224771445,8.728174568,8.380872856,8.825867301,8.581222493,8.5924618,7.887320877,8.189197904,8.500960047,7.516296648,8.901738249,8.385567002,8.241272686,8.193281164,8.410642049,8.653767042
nhaA,4.927551345,6.216716534,5.197730419,4.821783529,5.342404435,5.830843688,4.077499779,4.529025459,5.680744946,4.736921974,4.017509917,4.105516928,5.06535297,5.091325505,5.364180142,5.766901385
nhaB,6.723019154,6.746531131,7.186126483,7.125173691,7.037416622,7.159277301,6.310193516,6.497626137,6.885527545,6.895647265,6.641374581,5.928920104,6.792856073,5.827796354,6.014426728,6.222913267
nhaR,5.7616227,6.437696729,5.79737215,5.516303199,5.726153053,6.297226707,4.808945574,4.974106924,6.161584011,5.279961296,6.168608031,5.143214363,5.362906907,6.093060685,5.237062819,5.5269918
nikA,7.571174939,6.589312585,5.899673382,6.698851817,6.207432935,5.447594079,7.348032552,6.755571212,6.36438513,7.415340503,5.433675007,1.000832856,7.487173852,7.828217523,8.150287781,8.24479663
nikB,5.463011563,4.170996293,4.296274579,4.50006156,4.464688728,3.776539968,5.264698937,4.704309562,3.548981261,4.825020595,3.105629769,0,4.975373311,4.838032183,5.491539088,6.032147766
nikC,4.399761499,4.147967125,4.266189417,3.852893006,4.244597268,3.689282364,4.21589172,3.867774368,3.599233427,4.122639907,3.101955771,0,4.026731801,4.467347002,5.292370222,5.76302812
nikD,4.393869293,3.486459872,4.053455055,4.266489625,3.508566851,3.465157473,4.746097341,3.473549582,3.858329612,4.549199765,3.276890861,2.468490226,3.419159375,3.880399514,4.862650575,5.22724243
nikE,5.335733547,4.687122061,4.430983087,4.376245184,4.480198651,4.00251628,4.813865558,3.778906011,4.555998433,4.644767222,3.713231253,1.632060562,3.973427506,4.344054954,5.308685659,5.342168247
nikR,6.810883561,6.611057283,7.319509592,6.495643009,7.173580103,5.796746546,6.152239694,5.764821751,6.207425969,6.498101173,6.629403605,5.464236584,6.115960718,6.263772634,6.589923932,6.906878299
nimT,4.935592063,4.704133535,4.559139979,5.442590925,4.491848144,4.626401103,4.220455656,4.304072558,4.354527369,4.50200338,5.079721809,2.888173532,3.620231572,4.545597095,3.001836142,3.149139436
nirB,9.072097017,7.154552878,7.753881134,6.59698762,7.609316067,7.36278349,10.421397,9.132238148,8.764637067,9.244912236,6.597600372,1.916499143,9.556919299,10.50184096,10.82752889,10.87335167
nirC,5.377918577,4.852588639,5.297831011,3.837554936,4.062031952,4.785525351,6.274592347,5.473749188,5.880592802,5.480783287,4.831242637,1.901300449,4.700639368,6.863379537,6.655147436,6.880577973
nirD,7.18114476,6.592825,7.03443897,5.58124098,6.253852791,7.119396567,8.021267548,7.251192479,8.681267214,6.696418207,5.830965932,0.974099955,8.404577858,9.630176206,9.392406146,9.48940932
nlpC,6.710735767,7.069990778,7.029040803,7.09772541,7.017052347,7.255154395,7.481513671,6.914531083,6.950624078,7.327419914,8.060297853,7.618734038,7.223144104,7.346294649,7.651070501,7.578020092
nlpD,10.07357534,10.27136844,9.623653438,9.250566425,9.581752667,10.22316506,9.829492681,9.755511445,10.08199358,9.944251591,10.73597211,10.17865706,9.679271406,9.348842409,9.884850184,9.64597196
nlpE,5.644174106,4.985895465,4.785584834,5.059127731,4.7807162,5.321476129,5.105077536,5.227437902,4.935128389,5.021207172,5.09447979,5.400883437,5.278815197,4.143671249,5.333870216,5.584633408
nlpI,9.844870043,9.698673348,9.854782357,9.917737272,9.843127777,9.796009347,9.725953177,9.736398257,9.965513592,9.665804564,9.691170174,9.725721196,9.663215515,9.882854264,9.934719193,9.84196535
nnr,4.902193777,5.791454323,5.318010252,5.002482901,5.669019129,5.885901941,4.704707661,5.034865912,5.256111715,4.593029011,5.9707676,5.022344312,4.863406206,4.543378046,5.390240089,5.871812333
norR,3.06691638,3.2231501,3.019124002,3.347025006,3.298366868,3.67997217,2.882095957,3.612243822,3.603799723,3.391975858,2.934245886,4.810490407,2.931612171,3.886001974,3.951273728,4.279726106
norV,0.615275361,0.666460011,0.982033225,0.951734816,0.705120188,0.914610751,0.851591733,1.052411254,0.882034855,1.110842916,2.676259669,0.985879854,0.47727726,0.770386679,1.085177357,1.249993415
norW,1.06727624,1.38974359,1.289722753,1.34403562,1.263409022,2.462632671,1.569391504,1.710614376,1.164918494,1.618783384,2.931088742,1.80854457,2.578149343,2.287875601,1.403231145,1.67262532
npr,5.870610613,6.294035149,6.190477052,6.555298124,5.596187607,7.531686115,5.34702383,5.872690085,6.919508872,5.776927869,7.613739035,6.540107975,5.001099497,5.796932389,6.114607707,6.348622078
nrdA,9.256295223,9.625913915,9.022194065,9.211414489,8.930600457,9.636189297,8.749532818,8.815517431,9.531466832,9.186933981,9.790849822,8.54379138,8.93584989,9.116501083,8.695330122,8.635583626
nrdB,8.981108062,9.086754786,8.640497073,8.732098073,8.737129597,9.072142605,8.926721434,8.81116777,9.0831536,8.911504474,9.094940186,8.676719697,8.900800608,9.369222782,9.044844361,9.169840715
nrdD,7.214408472,6.716435456,7.362589565,7.606612511,7.069829217,7.098804631,7.654226623,7.721545768,7.335115667,7.122592845,7.14727551,6.820826353,7.958632591,7.120978863,7.662193204,7.864808065
nrdE,2.873958655,2.996484648,2.461352962,2.555937932,2.928571758,3.736061312,3.876817296,3.347257385,2.919756564,4.597722253,4.482823692,5.061170698,3.764336606,2.874388388,4.203691473,4.189921424
nrdF,2.429687024,3.085163641,2.4653288,2.291188756,3.057798645,3.204323873,4.110296918,3.135280658,2.991883092,4.473971199,4.299107976,4.695989055,3.880096446,3.188378666,4.23158193,4.395321109
nrdG,4.646715707,5.375136752,6.476040405,6.796962688,6.050991924,5.95081925,4.398774891,6.869822793,6.137536198,4.223294917,6.494192518,6.146459412,4.542042084,6.094178711,7.381399251,6.847811009
nrdH,2.596903045,3.88249212,2.853800035,2.693424693,2.708003994,3.936910917,3.917236307,3.957597235,3.328736853,5.911565649,3.680899114,4.94701603,3.824826602,3.211350017,4.611694247,4.434917731
nrdI,1.822652586,4.634935882,2.61480095,3.110569002,3.281886646,4.259717616,3.262227865,3.553352305,2.788051572,5.414020675,5.117188215,5.352287328,4.854720708,4.058310034,4.804639127,4.562978791
nrdR,6.968554381,6.606824381,6.79573299,6.736019912,6.47037297,6.941541475,6.792332218,6.866721094,7.133106436,7.089375588,6.544723155,7.004380741,6.541621973,6.906151108,7.036041666,7.193497547
nrfA,8.034628192,6.197180132,7.553174597,5.942454957,6.847273924,5.960380007,9.272863259,8.411732548,7.025975387,7.778241716,6.822979223,2.37009091,8.407594301,8.664462458,8.821831317,9.006738656
nrfB,6.345213109,5.008593572,6.362452319,4.640669845,5.459846734,4.910654318,6.902434628,6.014445662,6.157683314,5.258551669,6.096704854,1.416078495,6.52283774,6.84688422,7.030277715,7.397005312
nrfC,5.048508828,3.095819114,3.675971163,2.635475126,3.082680232,3.74128845,4.963130518,4.096759417,3.716316513,3.647748381,3.827229419,0.50611768,5.341105135,4.259066288,4.978839376,5.80091637
nrfD,4.275230266,4.114370042,4.495201955,3.056964572,2.906105421,3.403215968,4.960132227,4.545673231,5.034908748,3.368218065,4.004991049,0.4109204,4.39057738,5.022514067,5.27019629,5.885337278
nrfE,2.439786952,3.063301596,3.775138268,2.876048334,2.227430375,2.919941281,3.634650986,2.968844411,3.132702006,2.113834793,3.576046085,0.430804658,3.376083993,3.348173076,3.28907947,4.249305738
nrfF,1.996988191,2.330523585,2.593481021,2.319564,2.243649084,2.002818599,0.871972594,0.740923961,1.635722934,0,2.740192548,0,2.494791116,2.856139451,2.128161174,3.157630518
nrfG,4.035118993,3.965279132,3.744792964,3.790562788,3.166946961,2.766391477,4.155222589,2.725267695,3.678685655,3.633323081,4.038267847,2.394276931,4.292839179,3.487169251,3.175452237,3.751460531
nsrR,6.178812756,6.184037539,6.212176413,6.126825629,6.067085639,6.662735779,6.252417167,6.090745765,6.583635881,5.945959888,5.812439654,6.465228309,6.530701696,6.181235194,6.70340183,6.931026337
nth,4.383298289,4.293686676,4.397653434,4.422675567,4.638252841,4.204111801,3.892585637,4.729698044,4.604636655,4.283062781,4.709083523,3.573957432,4.153501961,4.985604867,5.280351221,4.966003252
nudB,8.56195794,8.267448659,8.604601875,8.629436044,8.38456182,8.238363718,8.529499309,8.373297052,8.746274395,8.180962482,8.599588978,8.352599316,8.483145241,8.243780493,8.156150563,8.220562512
nudC,5.428051358,6.333415951,6.051639147,5.808332755,6.102626782,6.282661718,4.724888047,5.744627947,6.063276643,5.797552793,6.500499307,5.141409298,5.412182372,5.056965195,5.165059316,5.437786529
nudE,5.162372102,5.675570076,6.389803145,6.340192618,6.09043084,6.924118598,5.197339612,5.499611057,6.204243373,5.706012103,6.132290244,4.892003882,5.543035924,5.687447354,5.320145432,6.015672901
nudF,5.180071465,5.773058773,4.794397036,5.529391236,5.612051738,6.285406933,5.307995113,5.188882824,5.816255042,5.47079664,6.102872583,4.996769598,5.306370729,5.2311948,5.697900373,5.624440067
nudG,5.014583386,3.680525886,5.172067551,4.522376466,4.440549893,4.147448777,3.434951373,2.920965482,4.448001577,3.469383868,5.070278977,3.465759851,3.386087483,3.567651705,3.395036719,3.578473166
nudI,4.43469767,3.797145922,4.41475097,3.560074518,4.381193859,4.701756318,4.504695211,4.689731526,3.721427551,3.886186656,3.717090579,4.048419543,3.92012096,3.778520198,4.865384609,5.12021049
nudJ,4.866965391,5.561765671,5.126959198,5.24680941,5.100939394,5.191156302,5.179859023,5.035683767,5.482301273,4.415436237,5.334605433,4.737244224,4.178748495,4.231463529,3.774996024,4.420046474
nudK,4.786568377,4.116762831,4.938463146,4.298947265,4.549398479,5.003639655,4.572520101,4.799596783,4.998985207,4.390957601,5.226727929,5.312177646,4.596939479,4.581117665,5.028841698,4.920820717
nudL,4.344434132,5.880385665,5.436360101,5.033556057,5.226710186,5.821942222,5.112077178,5.12920623,5.253914453,5.267913852,6.003783841,5.142176335,4.979862605,4.463498774,4.742731531,4.487097787
nuoA,9.456642184,9.518105189,9.673922011,9.57738311,9.554934875,9.9429749,9.56705457,9.251252099,9.632722957,9.317763774,9.501633967,9.518254752,9.04997877,9.042847094,9.927613419,9.839729792
nuoB,10.04331503,10.15969443,10.16693863,10.00152639,10.12655085,10.14389858,9.988696495,10.09057556,10.07062876,10.02338203,10.02090582,9.843963984,9.860304665,9.451816896,9.648961167,9.472273011
nuoC,10.36040359,10.48991186,10.42933525,10.27733591,10.55481393,10.3497539,10.0489854,10.3898322,10.50182631,10.19727163,10.21950316,10.10187362,10.15402055,10.1216165,9.982435246,9.84583256
nuoE,10.75864758,10.14813632,10.43302615,10.32998828,10.29874811,10.16580834,10.3388724,10.47737051,10.20347247,10.47133121,10.57016481,10.39322107,10.72145368,9.472237277,9.783186658,9.789188167
nuoH,10.13971433,9.859958777,10.07574811,9.883805971,10.00432655,9.787727527,10.11853982,10.0957607,9.852440859,10.11849204,9.539806549,10.20590303,9.946780393,9.79787111,9.94854037,9.811336926
nuoI,10.75737068,10.52309849,10.57447328,10.56953651,10.61662693,10.41304893,10.69087639,10.52363465,10.54197397,10.76471627,9.9950257,10.74755103,10.63585148,10.38441293,10.56606044,10.30050968
nuoJ,9.126930195,9.223237743,9.212587523,9.304447579,9.3311196,9.4691912,9.313490954,9.15099936,9.13538707,8.666807478,8.605887421,9.460835367,9.412816722,8.965867403,9.193115113,9.176094249
nuoK,9.875768868,9.494078297,9.116711011,9.186800521,9.144662078,9.305757933,9.437282309,9.357573435,9.565234988,9.46899167,9.028558472,9.525224927,9.543814168,9.180195864,7.173461906,8.137188911
nuoL,9.828249279,9.576021816,9.499357025,9.661756186,9.561389673,9.482095041,9.890590255,9.504990047,9.464690851,9.598713604,9.134262442,9.88870109,9.35685516,9.526241053,9.688228861,9.555761489
nuoM,9.724950163,9.797997364,9.651457153,9.368384299,9.111441861,9.589089833,9.753852577,9.647627378,9.704914305,9.617063033,9.088466478,9.590625013,9.160284611,9.294661168,9.777994836,9.607406431
nuoN,10.09177339,9.783370223,9.760201563,9.772339056,9.852251693,9.878888621,10.18673011,9.868126745,9.927766004,10.21582227,9.545630006,10.01605827,9.619337295,9.561100272,9.811223693,9.48463838
nupC,10.3299816,10.13198624,10.29982725,10.09033298,10.28307501,10.52391253,10.84481297,10.07570838,10.3299183,10.48075217,10.00913847,8.776422351,10.54107413,9.721220306,9.812812504,10.0742962
nupG,7.195804876,7.789828572,6.849837227,6.967438668,7.072291717,7.594996173,8.15501441,7.755942937,7.451827543,7.262265268,7.109635269,9.112241439,7.575251867,7.299882783,8.034409606,8.416527523
nusA,9.205993197,9.204241039,9.280633211,9.307221916,9.160467497,9.551665412,9.017392173,9.310273436,9.280957882,9.00033965,8.851911701,8.431235877,9.331369606,8.588688989,8.425297885,8.796026682
nusB,9.653733538,9.64789087,9.648245304,9.973930147,9.406123076,9.767154682,8.904175021,8.687151755,9.763247619,8.92744817,9.446367174,8.296083003,9.381373028,8.875574831,8.963326674,9.20097452
nusG,9.856534601,9.97942942,10.28220535,10.27411504,10.09890104,10.27930283,9.055663924,9.569698804,10.15760541,9.344371903,9.943784141,8.77659531,9.512578594,8.364377575,8.156872422,8.441320811
obgE,6.980715867,6.402857481,6.841114333,6.901396428,6.707200461,7.091803318,6.640404174,6.815763756,6.939568987,6.886457977,6.390109253,6.080773735,6.716054888,6.69376457,6.11832803,6.364929726
ogt,5.366291585,4.906416089,5.343241492,5.731759809,5.358096651,5.580230702,5.084404174,4.208174831,5.259630181,4.425395153,4.64179409,0,6.678106841,4.645967465,5.514639799,6.029822883
ompA,14.49680967,13.84877264,14.40918019,14.22277516,14.47564745,14.48118044,14.56704648,14.23541572,14.191931,14.324604,13.51534042,14.27283996,14.56975196,14.09383117,14.37133599,14.2149758
ompC,14.05918204,12.28013657,14.04814683,14.75806318,14.46360595,14.28505636,14.94252473,14.66207864,11.15214724,14.91799758,15.06358586,14.62205599,14.58920977,14.6912756,13.63562511,13.55635918
ompN,2.099773332,1.939437925,1.579829941,1.677172806,1.37890682,1.826316509,1.43436182,1.570899559,2.361960591,2.44920077,3.429412421,0.80493202,2.579958307,2.385856394,2.221099345,2.183589841
ompR,7.72528266,8.357797163,8.098691222,7.775427109,7.836247654,8.31887178,7.977286268,7.77963165,7.848995754,7.431608393,7.488113082,8.158857175,7.892981221,7.368062239,7.920749439,8.250597004
ompW,8.048469459,7.586491546,7.851621737,8.267025572,7.847816361,7.038448137,9.092213321,8.087833362,8.222091802,7.248471713,8.098956618,5.264475225,5.086207621,9.541664644,7.084267944,7.796501101
ompX,12.74048726,12.23196876,12.84907823,12.42546498,13.04752064,12.83278159,12.44780257,12.54238623,13.13831156,12.69841587,11.99807358,11.68150397,12.46533686,12.54049169,12.84609907,12.62091523
opgD,6.680959506,7.330667818,7.217270787,7.005261675,7.064292472,7.151444172,6.110315453,6.62022562,7.256258922,6.739257355,7.820710251,6.266810088,6.749593179,6.965770783,6.785677751,6.716104655
opgE,2.419944095,3.082893236,3.867338554,3.792516975,3.92495529,3.621311091,2.077252705,2.795666165,3.756689242,2.672679842,3.698456984,2.881857586,2.744909163,2.340071154,2.180423939,2.734638886
opgG,8.242313509,8.528245363,8.556951139,8.528145742,8.375252443,8.05746905,7.846590367,7.675428544,8.399962903,8.182436996,8.790925259,8.111793778,7.984162992,7.394319735,7.333401709,7.311201604
oppA,7.646335349,7.819457046,7.382366996,7.126971806,7.117616551,7.879954541,7.676574833,7.100819105,7.286492235,7.324914573,7.440789167,9.856378519,7.464705698,6.725692431,7.486544693,7.69158796
oppB,5.791880926,6.393074521,5.797722567,5.198639082,5.837209711,6.147916523,5.367764809,5.525403131,5.82200348,5.279249665,5.944254931,8.039761181,5.463352945,4.680491568,5.459952743,5.680580076
oppC,4.715676846,5.482792738,5.492845432,5.024944535,5.328754499,5.542540465,5.158616554,4.903201466,5.349619107,4.561517349,5.295708158,8.153768486,5.152933522,4.16575198,4.679314471,5.127731661
oppD,5.596074156,6.473878438,5.903546265,5.724280466,5.816742753,6.13720323,5.435344082,5.392215456,5.868409331,5.352471434,5.693893782,8.663374213,5.800203925,5.327840999,6.104549838,5.902214112
oppF,5.764043439,6.042310349,5.579479606,5.227203359,5.356458013,5.840806097,4.970601343,5.233395296,5.208507656,5.05531427,5.456842942,8.326618191,5.618443869,4.820267073,5.856437702,5.832030846
orn,6.712890714,6.300529211,6.055656745,5.515317693,6.254004686,6.790836769,6.604893651,6.314576679,6.190099368,5.987663183,6.020892249,6.589497554,6.612721994,6.570647246,6.514678196,6.814222948
ortT,2.192109697,2.550745165,5.057045814,3.499320591,3.71618505,4.52703312,2.024523003,2.617752147,4.732261992,2.336133021,4.490905567,3.188188035,3.078642006,3.42413795,3.989279072,4.353587642
osmB,8.439675988,8.404400584,7.386186126,6.723959992,7.050739386,8.424927308,7.81336406,7.305280609,8.462008268,7.638538077,6.604393683,6.218023296,6.951786842,6.908134369,7.585244658,7.384316626
osmE,7.334517322,8.140432588,7.053916503,6.791668587,7.717517512,7.829148523,7.346535653,8.427758392,7.543846041,7.356221628,8.428606717,7.787343188,7.355877325,5.419989622,7.934686027,8.16641695
osmY,10.46549655,10.93132202,10.23099232,9.836870489,11.16770755,11.72534994,9.819067883,9.956742986,9.847857821,10.20569648,10.7084636,9.292307579,9.577221235,6.575069064,10.13568911,9.512934901
otsA,5.112305975,6.778413804,5.921806069,5.278087846,6.841587348,6.761565881,5.319222634,5.138922813,5.976091692,4.696789006,7.345270528,6.107934006,4.676209179,1.963940626,5.232431153,5.430807611
otsB,5.854064395,6.924001612,5.94844407,5.774591386,6.956792843,7.100814705,5.49167283,5.415197051,6.29072484,5.692848818,7.71093748,6.55028212,4.951039068,2.511324562,5.904120435,5.878047796
oxyR,7.235194908,7.428917521,6.676178203,7.21922786,6.902568431,7.069417204,7.836498392,7.788076141,7.65101639,8.069413023,7.292259754,7.623939763,7.704090209,7.957706003,7.815347487,8.003828833
pabA,4.328348748,5.438041104,5.503865279,6.116349723,5.393528844,5.39930719,4.382357097,4.744020261,5.575805198,4.81115737,6.235683168,4.783281051,4.461003275,3.646054972,4.278716005,4.787578631
pabB,5.739988155,6.356578263,6.285192801,6.237260828,6.283387045,6.485418245,4.943438523,5.705928862,6.339542024,5.623798418,7.075342365,4.635121571,5.403226366,4.981481071,4.716195798,4.465886309
pabC,5.934417746,6.116304728,6.260610125,6.014886438,5.760851242,6.165996415,5.907704379,5.709351573,6.662363112,5.610395606,6.573986305,5.67876505,5.42820428,5.805938057,5.9355669,5.872777907
panB,7.241104593,6.680464577,6.345383266,6.120725689,6.628670775,6.654815909,7.467868545,7.089599579,6.382879776,7.184546944,6.777947068,8.11834648,7.112242026,8.05848172,7.216546788,7.561945474
panC,7.578318131,8.236394747,5.674087751,6.543333808,7.46725703,7.749555723,7.597616742,7.011384421,7.401659443,7.720388079,7.85925392,7.892699247,7.188693897,8.010297947,7.852164554,8.468230126
panD,7.855627701,8.249193472,8.337270692,8.130972822,8.035783788,8.84634655,7.49501633,7.681677175,8.68940586,7.675109005,8.786945844,8.386180587,8.29825319,8.277326749,7.926255416,8.225236846
panE,6.919890762,6.705611271,6.465488016,6.351132886,6.242577492,6.402343634,6.896579246,6.623497765,6.700055357,7.00248836,6.778278614,7.23711303,6.763457689,6.532840369,6.885826607,6.412154131
panF,5.263369218,5.754652693,6.098897585,6.247048701,5.86666852,5.838882021,4.492855854,5.110855018,6.30427818,5.841886137,6.207173202,3.888336655,5.062040001,5.517062883,5.127312664,5.039938729
panZ,4.581112962,5.712564532,6.335019795,5.496293448,6.100089081,5.848794374,4.328675796,5.07012061,5.443059267,4.934177149,5.978515118,6.560632522,4.727951366,4.880394376,5.702505443,5.788545633
