Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
parC,7.028002593,7.023825572,6.942346296,7.182309542,6.702508397,6.704326347,6.467960132,6.76286718,7.059268904,6.910863504,6.711031203,6.839279707,6.877271326,6.572463733,6.471498876,6.69682054
parE,6.405098312,6.954838709,6.848593656,6.84912855,6.805723591,7.077090378,5.551455876,6.603892283,7.001956206,6.710752061,7.197025586,6.161085589,6.594674699,5.877750713,5.748946994,6.042173905
patA,3.790923917,4.85048329,3.777734979,3.569028838,4.30145513,4.763819503,4.777003021,3.768552165,3.517149889,3.711113251,5.618393041,4.545274764,4.193301636,3.075677813,4.662531376,4.830684087
patZ,5.457014687,5.671734346,5.216556623,5.511036541,5.363327159,5.648078502,6.166252517,5.493895753,5.677606336,5.402837126,6.036178857,6.82640943,5.529726794,5.525589103,5.66592743,5.927429858
pbpC,2.646651908,2.379590303,2.930718002,2.676410595,2.869022822,2.753296703,2.479985755,2.711575108,3.312124799,2.546107169,3.330735688,2.546734006,2.585754561,2.870809064,2.75157283,2.924731848
pbpG,7.108361413,7.144337652,6.816109651,7.0462751,6.963223855,6.99875387,6.606374361,6.678010525,7.87767834,6.744598347,7.421591853,6.383264724,6.887010639,7.18559062,6.880705553,6.869782382
pck,10.38822387,10.2805014,10.20030524,9.698168728,9.796587234,9.471073066,10.37417573,10.36905609,10.55900014,9.046098703,9.751415624,11.07835166,10.14731733,9.558523364,10.30708584,10.34968928
pcm,6.367423096,6.228740854,6.108994519,6.028169523,5.966250474,6.374586659,6.090233333,5.899556672,6.592607118,5.628630736,6.542072195,6.303063747,5.646460285,5.837640984,5.930362616,6.426012831
pcnB,8.813281227,9.159392672,9.090332647,9.219793084,8.920521742,9.056329838,7.76994057,8.51363616,9.248841083,8.766745654,9.310434105,7.625965645,8.318503807,7.649435826,7.524026973,7.445785698
pdeB,4.500208376,4.857391222,4.890012809,4.034679986,4.85313159,4.615054722,4.680787176,4.344080909,4.732827353,4.587474426,4.681425707,5.176959995,4.79797104,4.273976026,4.809714629,4.756990572
pdeC,4.70965879,5.238804422,3.777489822,3.29209696,3.978637424,5.13775607,4.795272703,4.33640472,4.359503733,3.408946144,5.000374619,3.806281126,4.46127371,4.454066128,5.226403939,5.106141362
pdeH,4.755009795,3.884476008,6.608963362,5.547248132,5.184713077,5.687186464,4.682597995,6.249483519,2.382629763,0,0.806434706,0,4.258549976,7.579953669,3.467587713,1.248918764
pdeK,4.81666238,5.405931783,5.458443554,5.467010982,5.42448125,5.575488609,5.090462117,5.191039892,5.14693213,5.082618837,5.692944984,4.756902076,5.09720536,5.153242251,5.229473106,5.328731225
pdeL,5.810849539,5.770063316,6.007425565,5.340906253,5.867228779,5.832700435,4.876159225,4.705393571,7.154075143,5.283873736,5.214496572,4.081293996,5.921894206,7.699452327,5.099265932,7.178711658
pdeN,4.500988586,4.815887524,4.876597765,4.621520146,4.46194269,5.225882719,4.653032457,4.297256128,4.875315661,4.244190356,5.63452517,4.885523447,4.376328865,4.654582336,4.858403295,4.744978279
pdhR,7.095314146,7.367478657,7.031934209,7.743914056,7.321738555,7.403810459,6.279370229,7.558915515,8.137014743,7.481364158,6.124981808,7.559432904,6.8382064,6.769324858,6.904928322,7.275735726
pdxA,7.110258967,7.590518266,7.572507857,7.767920904,7.314626665,7.560640567,6.74498095,6.730453232,7.372532485,7.319354432,8.291225907,7.273755153,7.192277982,7.472163121,6.968377197,7.127543417
pdxB,6.664817211,6.477718295,6.829822398,6.722173483,6.813711687,6.54313057,5.883546923,6.204196549,7.183419889,6.725955268,7.158144355,6.510068914,5.994086935,7.142742532,6.534908652,6.756491751
pdxI,4.338965055,4.52955452,4.383603335,3.912820576,5.089426695,5.160515488,4.656428585,4.57965431,4.379753259,4.735628504,5.300477643,5.414586933,3.983628637,3.428657827,4.381904161,4.750346238
pdxJ,6.797215397,6.759019261,6.300181943,6.609196322,6.376001277,7.227219411,6.201178837,6.542397272,6.94860262,6.71808045,7.035751373,7.224240883,6.341875713,6.339407476,6.319841342,6.611327121
pdxK,6.765772628,6.843235445,6.053942803,5.967585082,6.251904546,6.544386383,6.748671619,6.642822844,6.25398712,6.668863083,6.541396983,6.575721548,6.669217643,6.545634418,6.179826514,6.377154618
pdxY,7.072487355,7.173694781,7.851634384,7.723872002,7.463624493,7.092632983,6.899696432,7.089467199,7.835771404,6.757626424,8.171114271,6.509441583,6.77092209,7.404212261,6.897138636,6.905258126
pepA,8.465061941,8.741311626,8.132603697,8.344847952,8.359511125,8.529118482,8.327591521,8.321883024,8.493458506,8.63282764,8.889350854,8.144742146,8.04318348,8.20999741,7.930411478,8.473742379
pepB,7.789385198,6.901256195,7.37200246,6.778833565,7.283037369,7.861896075,7.835182673,7.567588277,7.39462966,7.449644967,6.948472882,7.428991483,7.80743615,7.662279876,7.621437446,7.753013765
pepD,9.467672099,9.64044007,9.047289912,9.018518435,9.182082462,9.283690987,9.536418511,9.156371939,9.658228962,8.857444074,9.544106195,9.792857637,9.909823177,10.07895719,10.18938663,10.02555569
pepE,7.283901617,6.387412546,7.320139082,7.102925474,7.331749179,5.807354947,7.642919842,6.00584171,6.732924964,6.410688163,7.00783337,6.83233303,7.770869621,7.202616116,7.597789044,7.621944971
pepN,8.344382894,8.499041986,7.824824237,7.950880609,8.038786146,8.089898421,8.576806986,8.260674832,8.376485408,8.355725914,8.370915815,9.064843561,8.194806396,7.787048279,8.415358748,8.424016808
pepP,8.404927585,8.023513897,8.26162987,8.440057907,7.608816396,7.951315847,8.184546547,8.101558812,8.145987889,7.705764727,8.335631799,8.691038241,8.05915426,8.166806957,8.263016276,8.304367647
pepQ,8.461151015,8.132482405,8.16813288,8.226924748,8.557591746,8.041666104,8.352981827,8.400571432,8.312490361,8.364057041,7.981470322,8.641533208,8.754960854,8.788888795,8.570148339,8.650211262
pfkA,10.18992328,9.221646327,9.036371043,9.001786178,9.543719662,9.074751972,10.59394236,10.33776806,9.502156129,9.814940089,9.344529409,9.322520622,10.69535822,10.54892628,10.78483531,10.81409863
pflA,8.007429438,7.63443285,7.891829907,7.695962089,7.849604346,8.031640207,8.205847272,8.089734018,8.19399755,7.799791621,7.552048258,7.736529515,8.221478728,7.897684606,7.916395591,8.085079974
pflB,11.74790633,11.38212026,11.36178207,11.77608979,11.5619649,10.82511713,12.06927471,11.51926558,11.45673909,11.64500526,11.0891495,11.33492721,11.56222486,11.94512529,12.20266486,12.16440623
pflC,1.494414518,2.219761779,1.601135974,1.456208905,1.538088132,1.670368211,1.212841377,1.559424879,1.251555193,1.048796318,1.816295759,0.715915835,2.678364763,1.549373153,1.74953035,2.5388276
pflD,2.414830133,2.663379951,2.284049979,2.707468464,2.470398628,2.847894312,2.328530216,2.452566251,2.134150962,2.257500502,3.268232788,3.127924125,2.56418822,3.026961077,3.005135908,3.235968523
pgeF,6.293213396,6.9741627,7.006539505,6.656094263,7.0080462,6.973225118,6.041917411,5.955721019,6.765401835,6.019691824,7.430827556,6.017077408,5.897827138,6.202714749,6.168384057,6.163160204
pgi,9.947822561,10.05397617,9.712712522,9.653058551,9.978617716,9.554785456,10.02349319,9.787727134,10.02944821,10.08655861,10.18619362,10.45836546,10.1298987,9.983984774,10.36032102,10.32663798
pgk,10.50532835,10.83854678,10.50485461,10.22011544,10.28120039,10.40108936,10.48697464,10.52055829,10.64511246,10.66629802,10.8677877,11.1636953,10.75796723,11.05171552,10.74721787,11.06525196
pgl,8.241036273,8.794868334,8.282171222,7.928761966,8.590821867,8.518109774,8.21925819,8.351716545,8.541810679,7.975004764,9.198207657,8.942789021,8.456808139,8.086014339,8.789697225,8.953821467
pgpA,5.902692096,5.812358085,5.262963867,6.661403145,4.45524875,4.436903578,4.915816072,4.780057258,5.224947438,4.713920839,4.898640856,5.1552364,4.92318227,4.907784898,4.818273124,5.580544868
pgpB,4.427818428,4.839541568,4.826554433,4.540659033,4.538860512,5.322555725,5.048176705,4.739297148,4.936390766,4.430972171,5.198159924,4.7972524,4.966025212,4.713702139,5.258226633,5.389157755
pgpC,5.897179781,5.516660582,5.4492334,5.527429542,6.16267292,5.885413294,6.056877936,6.192587326,5.429034762,6.182743444,6.3406085,6.377501081,5.541452688,5.480458894,6.082233945,6.06956194
pgsA,6.175476864,6.615591202,6.336903578,6.166439304,5.933137989,6.551743989,6.58430537,6.538822598,6.839349415,6.583560518,6.370064993,6.947437453,6.397599935,6.77606583,6.854717266,6.966018383
pheA,5.999942911,6.224784115,6.452956975,6.501529514,6.028975298,5.978864115,5.805168946,5.8186933,5.91773086,5.624410093,6.606094479,6.961550224,5.79364614,6.120325975,6.078476338,5.876138981
pheP,5.70177991,6.601353656,6.857860706,6.786729977,6.632390498,6.872476764,5.030727707,6.15750521,7.113953444,6.163424551,6.596469755,4.631619121,6.030743046,5.015784441,4.612297034,4.784802639
phnF,1.278535651,0.707285067,0,0,0.392356743,0,1.305028685,0.4383345,1.080435891,0.855149869,2.310642592,0,0.830049689,0,0.436952351,0
phnG,0,0,0.64503241,0,0.611469035,0,0.768683862,0,0.863027456,0,2.559054278,0,0,0,0,1.067239374
phnI,1.736776112,1.554524451,0.931920735,1.020109342,1.230843118,0.848605618,1.763246967,1.4216261,1.258941096,1.466902575,2.586795497,0.339314057,1.334058435,0.716253821,1.05885015,1.517908916
phnJ,1.439960307,0.937029738,0.871841778,0.33209606,1.049857523,1.005794092,1.532753343,0.936618625,0,0.760606284,2.48147348,0.415536205,1.078869301,1.456970621,0.862522744,1.321726447
phnK,1.006509259,0.63877145,0.387780029,0.365704304,0.395084191,0.276078273,0.879711573,0,0.57407381,0,1.954003766,0,0.319591546,0.927598792,0.750448507,1.206378366
phnL,1.930375412,1.532879821,1.700497641,2.075723493,1.685308763,0.769910298,2.782472682,1.532316589,1.668479201,0.89716396,3.314860337,0,1.206141637,2.176008058,2.046297245,2.450999875
phnM,1.929854688,1.080981686,0.887780534,1.345255957,1.423481621,0.357911546,1.120346927,1.325087801,1.162808064,0.827653108,2.336542092,0,0.733046116,1.35521254,1.599006232,1.7730015
phnN,1.24641844,1.612620999,0.543681796,1.382512776,2.401887811,1.720252874,1.947283431,0.848858321,0.735319605,1.03738257,2.162042385,1.819821952,0,1.371654642,0.563217864,1.330370344
phnO,2.702413462,3.716335439,2.353244544,3.652856467,3.753774587,4.190510393,3.261832471,3.495165516,3.785657174,2.678165752,3.761348518,1.66672149,3.08807634,0.837548543,3.588171677,4.013915875
phoB,3.998584151,4.952255622,5.22004958,4.155438605,4.3033419,4.909050343,3.794088476,4.679051333,5.055525986,4.706475349,4.241925794,3.965836681,5.110668571,3.790712902,4.067078827,4.63825497
phoE,1.492174267,2.322925211,1.905602751,1.185172068,2.147276192,2.810575729,1.327335734,1.778813256,2.18815553,2.261663366,1.720538503,0.922898001,1.568998093,1.564391411,1.767021795,1.67924894
phoP,8.219986533,8.070877542,7.848915793,7.837802997,8.208325438,8.152764927,8.133829187,8.186773681,7.723213687,8.066219582,8.150650614,8.487961259,7.793238064,8.011709348,8.202472238,8.098684121
phoQ,6.518804257,6.3704083,6.480207322,6.54035159,6.599595186,6.882672889,6.503341421,6.313056684,6.189973586,6.260586706,6.647061944,6.117342569,5.99116805,6.211588693,6.391381034,6.717975598
phoR,3.576821936,4.362642142,4.196743015,3.32134687,3.650206443,4.374410012,3.405039492,3.715030884,4.28375931,3.684245879,3.599000342,2.913953132,3.459416216,2.913513372,3.069108141,3.700391962
phoU,6.837978569,6.38229086,6.749377511,6.354653133,6.447246471,6.757402804,6.443720262,7.445090097,6.68912029,6.491598723,6.625014576,6.505436217,6.976798396,6.675976738,6.369401864,6.509485597
phr,3.056240603,5.046510409,2.925594452,3.42252006,3.569653625,5.044519798,2.804654096,3.04225362,4.082869206,3.245576829,4.866385916,3.399486145,4.13093647,3.445159066,3.704072497,4.305660671
plaP,8.88385893,8.779126144,9.415776308,9.173524223,9.223731761,9.304089206,7.294589629,8.610168958,9.510896217,8.857300606,8.86758711,5.464745831,8.267638137,7.324444212,6.252889382,6.869337217
pldA,7.163027852,7.967431479,8.1097234,7.938454287,8.100416446,8.241596785,7.00933377,7.771259227,8.027820143,7.575082532,7.982357057,6.222670626,7.314185279,6.534291761,6.43391258,6.460161875
pldB,6.511148585,6.634074977,6.769474819,7.199327552,6.639533367,6.858499324,6.49319551,6.403468791,6.507213673,6.370402474,7.411025177,6.365134497,6.372820905,6.388589325,6.866124542,7.01728935
pliG,6.425945043,6.729653336,7.427754654,7.489204298,8.039127521,6.501913628,6.209541719,6.057546924,6.276061949,7.10074858,6.379646609,5.919107488,5.73979193,6.413896957,7.601681148,7.578155481
plsC,7.498500747,7.703021493,7.886581231,7.909278086,7.586737122,7.771762601,7.009646004,6.574432364,7.938269728,7.27050218,7.922383627,7.034505935,7.566623259,7.246547139,6.97079833,6.929996153
plsX,7.178211684,7.522327901,7.977682815,8.029061028,7.360227951,8.13426591,7.011261793,7.310388843,8.220036013,7.569682551,7.85074877,7.596937243,7.610005591,7.735830186,7.395277014,7.586002546
plsY,4.521879689,5.746167901,5.784923428,5.74942761,5.517047246,5.633525139,5.186764284,4.974859182,6.116481258,4.882817967,6.237490478,5.295440397,5.333421107,4.855740956,4.948078271,5.370655618
pmbA,6.727593631,7.222111893,6.791900159,6.750303807,7.060820235,7.207792866,7.031462692,7.204583497,6.621953294,7.211457136,7.020162443,7.611001875,6.900025977,7.193394633,7.187707804,7.440815936
pmrD,6.034284909,5.14604685,5.32973937,5.305494495,5.70165377,5.783278865,5.805328139,7.178343185,5.042363946,6.272524072,6.129323069,5.963917195,4.847198753,4.721069123,4.951470114,5.576675364
pmrR,8.272705489,7.549179464,8.018074824,8.043166061,8.169522987,8.4422097,7.466915065,7.753542135,7.712117831,7.644057025,9.096414354,7.517355976,7.484140774,8.392253167,8.00772256,8.616425918
pncA,7.170781267,7.4441592,7.68516709,7.409633283,7.827430016,7.515587272,6.638712439,6.764472594,7.387058061,6.856411269,7.808368818,6.817498816,6.581222769,6.081021129,5.74073362,5.745765236
pncB,7.394786872,7.294923839,7.851583572,7.928625523,7.607203641,7.564386312,7.26785455,7.299240625,7.541604707,7.339780654,7.65334646,6.733319466,6.855959169,6.570614554,6.575404525,6.538929555
pncC,6.371625544,6.950477212,6.687247705,6.680936217,6.72510883,6.210573373,6.197123674,6.470031524,6.73609654,6.176883641,7.438611981,6.427224434,5.920891514,6.407162824,6.456689532,6.274783027
pnp,9.815326958,9.940900165,9.904131894,10.25696767,9.961648248,10.08716117,9.880387585,9.851406717,9.991417862,9.960170217,10.03272302,10.10175347,9.864708295,9.630022566,10.15863215,9.937970212
pntB,7.739987915,7.674004594,7.867837372,8.17979584,7.824468925,8.083475469,8.095130935,8.262127324,8.228251792,7.922633002,8.73345136,8.385000653,8.138074813,8.258012438,8.534406366,8.412707885
pnuC,4.577100366,4.306667477,4.477838178,4.713886446,4.917589705,5.656813181,5.528599391,4.823579209,4.210746546,4.574981402,5.692697653,5.085148385,4.705717527,6.113122602,6.472619332,6.399058343
polA,6.857132489,6.918722723,6.650274743,6.657008961,6.634248934,6.992091086,7.180886133,7.109195549,7.110015452,7.014175012,6.641279539,7.281887619,7.354797462,6.941466865,7.49957276,7.511222123
polB,3.761923924,4.413586082,3.730096862,3.572054328,3.799831382,4.041663637,3.91835124,4.389246876,4.756091672,4.338205368,4.516378078,4.33701194,4.370256976,4.269877643,4.759966011,5.108158795
potA,7.498655891,7.683021004,8.27458237,8.241762784,7.895294057,7.799785733,6.550713899,7.186613731,8.214736273,7.435795982,7.654014618,6.326036633,7.16351024,6.544716928,6.158221816,6.281927178
potB,7.786033584,7.537412059,7.914141705,8.026881986,7.413751417,7.951372746,6.932162171,7.108706871,8.287396815,7.757029692,7.088009673,6.260794598,7.125551044,6.349466119,6.308641182,6.273186523
potC,7.140708326,7.013003982,6.737276006,7.188336118,6.723320369,6.885015349,6.244172744,6.760120156,6.956166731,6.458869473,6.798649025,6.156459155,6.221657369,6.029916372,5.602811123,5.775953848
potD,8.87052807,8.491489894,8.908452166,8.880857486,9.036222291,8.183723306,8.947621774,9.005778696,8.519555759,8.507634914,8.861641186,8.67432306,8.655221874,8.373562746,8.302414712,8.706816147
potF,4.346706927,3.45473708,4.788633858,4.34207195,5.158337348,5.01860063,3.677655509,3.833230764,4.016827877,4.027011814,4.584685078,2.97277187,3.919357699,2.716295005,2.754070992,3.196804625
potG,2.920834577,2.80011072,3.039849635,3.125013551,3.290345339,3.025798411,2.303222629,1.606774592,2.392975006,2.845020767,2.717865819,0.320797913,2.300138758,1.202924729,1.377616776,0.972087347
potI,1.893685106,4.292524721,2.511801952,2.037765907,2.076714193,3.565173203,1.86301976,1.04035756,1.687110831,1.557466184,3.48511392,0.415536205,2.280434337,1.585953834,1.680283894,2.200548539
poxB,6.279336038,7.238608605,6.028295081,5.56199018,6.909565107,7.230383621,5.860902519,5.788413779,5.804884289,5.855108193,7.401705298,6.941254193,5.676571613,2.66007602,6.151100058,6.394672053
ppa,11.73428864,11.44438899,11.71487578,11.57071146,12.06674077,11.77799937,11.61965745,11.66676527,11.53058116,11.77189366,11.78560985,11.36908861,11.60166993,11.42392221,11.27941049,11.81475552
ppc,7.021422837,7.050025774,6.761175287,6.973644388,6.840456334,7.212141845,7.298166047,7.248261599,7.037386142,7.07549606,7.517908935,8.254105806,7.517825204,7.444654292,7.528102675,7.606087732
ppdA,1.46380006,1.06706642,1.66398923,0.964988528,0.714427318,2.137031273,0,1.066616557,1.838847711,2.041691051,2.202501278,0.677669806,1.764532645,1.658845048,1.906436488,1.635574914
ppdB,1.272796529,2.653989626,1.894104872,1.468717964,1.14203437,1.531114858,2.134650233,1.245529319,1.571959617,2.584294581,2.301642252,1.420868802,2.001235017,2.012574379,1.749492946,1.863738609
ppdC,2.517920325,4.05272803,3.452428137,2.708404189,3.50226348,3.309185872,1.795728019,3.157801503,3.881403863,3.569957468,3.697386064,3.529585095,3.469143395,3.202099667,3.034346947,3.757160905
ppdD,0.555314187,0.969860291,0.61423565,0.581642506,0,0.975926275,0,0.664015063,1.81696759,0,0.724291915,0,1.211751447,0.739528668,0,0.565090313
pphA,1.364953917,2.076350457,1.737824899,1.899204142,1.721173723,2.825994464,2.548953825,1.895868937,1.934697608,1.948564319,2.919446773,1.443219061,1.98508846,2.216474284,2.056852432,2.076705552
